campo;valor
nome_completo;Fundação Centro de Educação Tecnológica do Amazonas
categoria;GOV_INDIRETA
cnpj;34.570.820/0001-30
forca_probatoria;FORTE
proximo_passo;ENVIAR_TRD
val_exig;637106.6794919234
val_atualizado;828620.6325084443
faturas_exigiveis;85
faturas_prescritas;28
faturas_total;113
p_recuperacao;0.8
indice_correcao;SELIC
