caminho_original;nome_original;nome_proposto;raiz;confianca;tipo;numero;orgao;data;suspeito
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_10952_CONVERTIDO.pdf;empenho_DETRAN_view_10952_CONVERTIDO.pdf;CONTRATO_0252014_DETRAN_2019-01-02_06bdc6.pdf;SPCF_EXTRACAO;0.85;CONTRATO;025/2014;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_10975_CONVERTIDO.pdf;empenho_DETRAN_view_10975_CONVERTIDO.pdf;CONTRATO_0042016_DETRAN_2019-01-02_f2ebac.pdf;SPCF_EXTRACAO;0.85;CONTRATO;004/2016;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_10970_CONVERTIDO.pdf;empenho_DETRAN_view_10970_CONVERTIDO.pdf;CONTRATO_012016_DETRAN_2019-01-02_599eb9.pdf;SPCF_EXTRACAO;0.85;CONTRATO;01/2016;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_10996_CONVERTIDO.pdf;empenho_DETRAN_view_10996_CONVERTIDO.pdf;CONTRATO_0272014_DETRAN_2019-01-02_571c77.pdf;SPCF_EXTRACAO;0.85;CONTRATO;027/2014;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_10993_CONVERTIDO.pdf;empenho_DETRAN_view_10993_CONVERTIDO.pdf;CONTRATO_0172015_DETRAN_2019-01-02_b2a6cd.pdf;SPCF_EXTRACAO;0.85;CONTRATO;017/2015;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11074_CONVERTIDO.pdf;empenho_DETRAN_view_11074_CONVERTIDO.pdf;TA_122018_DETRAN_2018-12-28_6f3540.pdf;SPCF_EXTRACAO;0.85;TA;12/2018;DETRAN;2018-12-28;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11064_CONVERTIDO.pdf;empenho_DETRAN_view_11064_CONVERTIDO.pdf;CONTRATO_DETRAN_2018-12-28_d6cf2c.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2018-12-28;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11015_CONVERTIDO.pdf;empenho_DETRAN_view_11015_CONVERTIDO.pdf;CONTRATO_0042016_DETRAN_2019-01-02_d21c10.pdf;SPCF_EXTRACAO;0.85;CONTRATO;004/2016;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_10978_CONVERTIDO.pdf;empenho_DETRAN_view_10978_CONVERTIDO.pdf;CONTRATO_232014_DETRAN_2019-01-02_60fe19.pdf;SPCF_EXTRACAO;0.85;CONTRATO;23/2014;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11323_CONVERTIDO.pdf;empenho_DETRAN_view_11323_CONVERTIDO.pdf;TA_022019_DETRAN_2019-02-25_e61469.pdf;SPCF_EXTRACAO;0.85;TA;02/2019;DETRAN;2019-02-25;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11011_CONVERTIDO.pdf;empenho_DETRAN_view_11011_CONVERTIDO.pdf;CONTRATO_0042016_DETRAN_2019-01-02_b3cc6b.pdf;SPCF_EXTRACAO;0.85;CONTRATO;004/2016;DETRAN;2019-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11076_CONVERTIDO.pdf;empenho_DETRAN_view_11076_CONVERTIDO.pdf;TA_122018_DETRAN_2018-12-28_3a67bc.pdf;SPCF_EXTRACAO;0.85;TA;12/2018;DETRAN;2018-12-28;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11265_CONVERTIDO.pdf;empenho_DETRAN_view_11265_CONVERTIDO.pdf;TA_122018_DETRAN_2018-12-28_5497f6.pdf;SPCF_EXTRACAO;0.85;TA;12/2018;DETRAN;2018-12-28;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11251_CONVERTIDO.pdf;empenho_DETRAN_view_11251_CONVERTIDO.pdf;TA_122018_DETRAN_2018-12-28_1d0f88.pdf;SPCF_EXTRACAO;0.85;TA;12/2018;DETRAN;2018-12-28;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11327_CONVERTIDO.pdf;empenho_DETRAN_view_11327_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-02-25_2d2f2c.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-02-25;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11324_CONVERTIDO.pdf;empenho_DETRAN_view_11324_CONVERTIDO.pdf;TA_022019_DETRAN_2019-02-25_4026c5.pdf;SPCF_EXTRACAO;0.85;TA;02/2019;DETRAN;2019-02-25;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11325_CONVERTIDO.pdf;empenho_DETRAN_view_11325_CONVERTIDO.pdf;TA_022019_DETRAN_2019-02-25_db73b0.pdf;SPCF_EXTRACAO;0.85;TA;02/2019;DETRAN;2019-02-25;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11544_CONVERTIDO.pdf;empenho_DETRAN_view_11544_CONVERTIDO.pdf;CONTRATO_0222014_DETRAN_2019-04-01_46aca7.pdf;SPCF_EXTRACAO;0.85;CONTRATO;022/2014;DETRAN;2019-04-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11514_CONVERTIDO.pdf;empenho_DETRAN_view_11514_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-04-01_ec7d4e.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-04-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11564_CONVERTIDO.pdf;empenho_DETRAN_view_11564_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-04-01_aee9a5.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-04-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11508_CONVERTIDO.pdf;empenho_DETRAN_view_11508_CONVERTIDO.pdf;CONTRATO_0052016_DETRAN_2019-04-01_b9c5ab.pdf;SPCF_EXTRACAO;0.85;CONTRATO;005/2016;DETRAN;2019-04-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11547_CONVERTIDO.pdf;empenho_DETRAN_view_11547_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-04-01_cfbe6b.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-04-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11769_CONVERTIDO.pdf;empenho_DETRAN_view_11769_CONVERTIDO.pdf;TA_072019_DETRAN_2019-07-01_0518a1.pdf;SPCF_EXTRACAO;0.85;TA;07/2019;DETRAN;2019-07-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11554_CONVERTIDO.pdf;empenho_DETRAN_view_11554_CONVERTIDO.pdf;CONTRATO_0252014_DETRAN_2019-04-01_5fe7ef.pdf;SPCF_EXTRACAO;0.85;CONTRATO;025/2014;DETRAN;2019-04-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11231_CONVERTIDO.pdf;empenho_DETRAN_view_11231_CONVERTIDO.pdf;TA_122018_DETRAN_2018-12-28_9edb4b.pdf;SPCF_EXTRACAO;0.85;TA;12/2018;DETRAN;2018-12-28;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11774_CONVERTIDO.pdf;empenho_DETRAN_view_11774_CONVERTIDO.pdf;TA_072019_DETRAN_2019-07-01_7c6d3d.pdf;SPCF_EXTRACAO;0.85;TA;07/2019;DETRAN;2019-07-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12292_CONVERTIDO.pdf;empenho_DETRAN_view_12292_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-11-22_b0e6f1.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-11-22;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11549_CONVERTIDO.pdf;empenho_DETRAN_view_11549_CONVERTIDO.pdf;CONTRATO_0112016_DETRAN_2019-04-01_f31806.pdf;SPCF_EXTRACAO;0.85;CONTRATO;011/2016;DETRAN;2019-04-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11781_CONVERTIDO.pdf;empenho_DETRAN_view_11781_CONVERTIDO.pdf;CONTRATO_0222014_DETRAN_2019-07-01_1fdc2c.pdf;SPCF_EXTRACAO;0.85;CONTRATO;022/2014;DETRAN;2019-07-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12295_CONVERTIDO.pdf;empenho_DETRAN_view_12295_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-11-22_edf760.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-11-22;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11841_CONVERTIDO.pdf;empenho_DETRAN_view_11841_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-07-05_46175f.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-07-05;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12294_CONVERTIDO.pdf;empenho_DETRAN_view_12294_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-11-22_a68fcf.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-11-22;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12296_CONVERTIDO.pdf;empenho_DETRAN_view_12296_CONVERTIDO.pdf;CONTRATO_0222014_DETRAN_2019-11-22_bbf58b.pdf;SPCF_EXTRACAO;0.85;CONTRATO;022/2014;DETRAN;2019-11-22;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12341_CONVERTIDO.pdf;empenho_DETRAN_view_12341_CONVERTIDO.pdf;CONTRATO_0222014_DETRAN_2019-12-02_874ceb.pdf;SPCF_EXTRACAO;0.85;CONTRATO;022/2014;DETRAN;2019-12-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11842_CONVERTIDO.pdf;empenho_DETRAN_view_11842_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-07-05_ae2fcf.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-07-05;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12497_CONVERTIDO.pdf;empenho_DETRAN_view_12497_CONVERTIDO.pdf;CONTRATO_0052016_DETRAN_2020-01-02_bda354.pdf;SPCF_EXTRACAO;0.85;CONTRATO;005/2016;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12530_CONVERTIDO.pdf;empenho_DETRAN_view_12530_CONVERTIDO.pdf;CONTRATO_0042016_DETRAN_2020-01-02_093281.pdf;SPCF_EXTRACAO;0.85;CONTRATO;004/2016;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12293_CONVERTIDO.pdf;empenho_DETRAN_view_12293_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-11-22_7bb4de.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-11-22;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_11783_CONVERTIDO.pdf;empenho_DETRAN_view_11783_CONVERTIDO.pdf;TA_072019_DETRAN_2019-07-01_3c4464.pdf;SPCF_EXTRACAO;0.85;TA;07/2019;DETRAN;2019-07-01;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12554_CONVERTIDO.pdf;empenho_DETRAN_view_12554_CONVERTIDO.pdf;CONTRATO_0052016_DETRAN_2020-01-02_8476ee.pdf;SPCF_EXTRACAO;0.85;CONTRATO;005/2016;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12649_CONVERTIDO.pdf;empenho_DETRAN_view_12649_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-01-02_37214b.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12791_CONVERTIDO.pdf;empenho_DETRAN_view_12791_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-12-30_7cd3cd.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-12-30;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12538_CONVERTIDO.pdf;empenho_DETRAN_view_12538_CONVERTIDO.pdf;CONTRATO_0052016_DETRAN_2020-01-02_dd9344.pdf;SPCF_EXTRACAO;0.85;CONTRATO;005/2016;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12646_CONVERTIDO.pdf;empenho_DETRAN_view_12646_CONVERTIDO.pdf;CONTRATO_0142019_DETRAN_2020-01-02_6597d1.pdf;SPCF_EXTRACAO;0.85;CONTRATO;014/2019;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12651_CONVERTIDO.pdf;empenho_DETRAN_view_12651_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-01-02_a7fe53.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12647_CONVERTIDO.pdf;empenho_DETRAN_view_12647_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-01-02_dfdb08.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12567_CONVERTIDO.pdf;empenho_DETRAN_view_12567_CONVERTIDO.pdf;CONTRATO_0272014_DETRAN_2020-01-02_e86d45.pdf;SPCF_EXTRACAO;0.85;CONTRATO;027/2014;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12653_CONVERTIDO.pdf;empenho_DETRAN_view_12653_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-01-02_78aace.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12595_CONVERTIDO.pdf;empenho_DETRAN_view_12595_CONVERTIDO.pdf;CONTRATO_0112016_DETRAN_2020-01-02_b4316d.pdf;SPCF_EXTRACAO;0.85;CONTRATO;011/2016;DETRAN;2020-01-02;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12796_CONVERTIDO.pdf;empenho_DETRAN_view_12796_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-12-30_ffa2cd.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-12-30;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12800_CONVERTIDO.pdf;empenho_DETRAN_view_12800_CONVERTIDO.pdf;CONTRATO_DETRAN_2019-12-30_a5a7f6.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2019-12-30;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_12847_CONVERTIDO.pdf;empenho_DETRAN_view_12847_CONVERTIDO.pdf;CONTRATO_0142019_DETRAN_2019-12-30_690afc.pdf;SPCF_EXTRACAO;0.85;CONTRATO;014/2019;DETRAN;2019-12-30;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13125_CONVERTIDO.pdf;empenho_DETRAN_view_13125_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-07-08_cd5d02.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-07-08;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1282_CONVERTIDO.pdf;empenho_DETRAN_view_1282_CONVERTIDO.pdf;CONTRATO_DETRAN_2015-09-10_a11cbf.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2015-09-10;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13127_CONVERTIDO.pdf;empenho_DETRAN_view_13127_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-07-08_d56153.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-07-08;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13126_CONVERTIDO.pdf;empenho_DETRAN_view_13126_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-07-08_c615ec.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-07-08;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13263_CONVERTIDO.pdf;empenho_DETRAN_view_13263_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-08-12_f9345e.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-08-12;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13264_CONVERTIDO.pdf;empenho_DETRAN_view_13264_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-08-12_ae7750.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-08-12;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13128_CONVERTIDO.pdf;empenho_DETRAN_view_13128_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-07-08_591b7b.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-07-08;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13266_CONVERTIDO.pdf;empenho_DETRAN_view_13266_CONVERTIDO.pdf;CONTRATO_142019_DETRAN_2020-08-12_30348d.pdf;SPCF_EXTRACAO;0.85;CONTRATO;14/2019;DETRAN;2020-08-12;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13475_CONVERTIDO.pdf;empenho_DETRAN_view_13475_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-10-26_8edf61.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-10-26;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13267_CONVERTIDO.pdf;empenho_DETRAN_view_13267_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-08-12_f04b14.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-08-12;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13472_CONVERTIDO.pdf;empenho_DETRAN_view_13472_CONVERTIDO.pdf;CONTRATO_0222014_DETRAN_2020-10-26_f7a267.pdf;SPCF_EXTRACAO;0.85;CONTRATO;022/2014;DETRAN;2020-10-26;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13129_CONVERTIDO.pdf;empenho_DETRAN_view_13129_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-07-08_d6153e.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-07-08;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13477_CONVERTIDO.pdf;empenho_DETRAN_view_13477_CONVERTIDO.pdf;CONTRATO_0042016_DETRAN_2020-10-26_3792a5.pdf;SPCF_EXTRACAO;0.85;CONTRATO;004/2016;DETRAN;2020-10-26;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13474_CONVERTIDO.pdf;empenho_DETRAN_view_13474_CONVERTIDO.pdf;CONTRATO_DETRAN_2020-10-26_f3980a.pdf;SPCF_EXTRACAO;0.65;CONTRATO;;DETRAN;2020-10-26;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13559_CONVERTIDO.pdf;empenho_DETRAN_view_13559_CONVERTIDO.pdf;CONTRATO_0172015_DETRAN_2020-11-10_b8e235.pdf;SPCF_EXTRACAO;0.85;CONTRATO;017/2015;DETRAN;2020-11-10;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13587_CONVERTIDO.pdf;empenho_DETRAN_view_13587_CONVERTIDO.pdf;CONTRATO_0272014_DETRAN_2020-11-11_a324e2.pdf;SPCF_EXTRACAO;0.85;CONTRATO;027/2014;DETRAN;2020-11-11;0
