Cliente;Serviços;Contrato;Número;Comp.;Valor;Atraso;Corrigido;Status;Ações
PMAM;Execução de sistemas;001/2023;145849;11/2023;2.163,12;840 dias;0,00;Suspenso;TramitarReverter Status
PMAM;Execução de sistemas;001/2023;146633;12/2023;7.537,90;805 dias;0,00;Suspenso;TramitarReverter Status
