id;fontes;contrato;comp;emissao;venc_est;valor;situacao;prescrita;exigivel;tem_db;empenhos_qtd
18133;GERAL;;12/2020;03/12/2020;2021-01-02;138485,12;Paga;SIM;NAO;NAO;0
18132;GERAL;;12/2020;03/12/2020;2021-01-02;120590,00;Paga;SIM;NAO;NAO;0
18134;GERAL;;12/2020;03/12/2020;2021-01-02;22858,60;Paga;SIM;NAO;NAO;0
18414;GERAL;;12/2020;21/12/2020;2021-01-20;131871,28;Paga;SIM;NAO;NAO;0
19003;GERAL;;01/2021;26/01/2021;2021-02-25;131871,28;Paga;SIM;NAO;NAO;0
19816;GERAL;;02/2021;27/02/2021;2021-03-29;131871,28;Paga;SIM;NAO;NAO;0
19821;GERAL;;01/2021;27/02/2021;2021-03-29;137244,51;Paga;SIM;NAO;NAO;0
19822;GERAL;;01/2021;27/02/2021;2021-03-29;48637,50;Paga;SIM;NAO;NAO;0
19820;GERAL;;02/2021;27/02/2021;2021-03-29;115,66;Paga;SIM;NAO;NAO;0
19823;GERAL;;01/2021;27/02/2021;2021-03-29;25114,56;Paga;SIM;NAO;NAO;0
19819;GERAL;;02/2021;27/02/2021;2021-03-29;34129,94;Paga;SIM;NAO;NAO;0
19818;GERAL;;02/2021;27/02/2021;2021-03-29;390,00;Paga;SIM;NAO;NAO;0
19817;GERAL;;02/2021;27/02/2021;2021-03-29;21465,90;Paga;SIM;NAO;NAO;0
20320;GERAL;;03/2021;26/03/2021;2021-04-25;115,66;Paga;SIM;NAO;NAO;0
20319;GERAL;;03/2021;26/03/2021;2021-04-25;34129,94;Paga;SIM;NAO;NAO;0
20341;GERAL;;03/2021;29/03/2021;2021-04-28;131871,28;Paga;SIM;NAO;NAO;0
20917;GERAL;;04/2021;27/04/2021;2021-05-27;131871,28;Paga;NAO;NAO;NAO;0
20919;GERAL;;04/2021;27/04/2021;2021-05-27;115,66;Paga;NAO;NAO;NAO;0
20918;GERAL;;04/2021;27/04/2021;2021-05-27;34129,94;Paga;NAO;NAO;NAO;0
21553;GERAL;;05/2021;25/05/2021;2021-06-24;34129,94;Paga;NAO;NAO;NAO;0
21554;GERAL;;05/2021;25/05/2021;2021-06-24;115,66;Paga;NAO;NAO;NAO;0
21589;GERAL;;05/2021;27/05/2021;2021-06-26;131871,28;Paga;NAO;NAO;NAO;0
21747;GERAL;;04/2021;31/05/2021;2021-06-30;48637,50;Paga;NAO;NAO;NAO;0
21738;GERAL;;02/2021;31/05/2021;2021-06-30;25114,56;Paga;NAO;NAO;NAO;0
21741;GERAL;;03/2021;31/05/2021;2021-06-30;48637,50;Paga;NAO;NAO;NAO;0
124707;GERAL;;04/2021;31/05/2021;2021-06-30;34800,92;Cancelada;NAO;NAO;NAO;0
21745;GERAL;;04/2021;31/05/2021;2021-06-30;34800,92;Paga;NAO;NAO;NAO;0
21743;GERAL;;03/2021;31/05/2021;2021-06-30;137244,51;Paga;NAO;NAO;NAO;0
124703;GERAL;;03/2021;31/05/2021;2021-06-30;34800,92;Cancelada;NAO;NAO;NAO;0
21744;GERAL;;03/2021;31/05/2021;2021-06-30;34800,92;Paga;NAO;NAO;NAO;0
124699;GERAL;;02/2021;31/05/2021;2021-06-30;29001,42;Cancelada;NAO;NAO;NAO;0
21737;GERAL;;02/2021;31/05/2021;2021-06-30;137244,51;Paga;NAO;NAO;NAO;0
21746;GERAL;;04/2021;31/05/2021;2021-06-30;25114,56;Paga;NAO;NAO;NAO;0
21748;GERAL;;04/2021;31/05/2021;2021-06-30;137244,51;Paga;NAO;NAO;NAO;0
21739;GERAL;;02/2021;31/05/2021;2021-06-30;48637,50;Paga;NAO;NAO;NAO;0
21742;GERAL;;03/2021;31/05/2021;2021-06-30;25114,56;Paga;NAO;NAO;NAO;0
21740;GERAL;;02/2021;31/05/2021;2021-06-30;29001,42;Paga;NAO;NAO;NAO;0
22245;GERAL;;06/2021;28/06/2021;2021-07-28;115,66;Paga;NAO;NAO;NAO;0
22246;GERAL;;06/2021;28/06/2021;2021-07-28;34129,94;Paga;NAO;NAO;NAO;0
22413;GERAL;;06/2021;30/06/2021;2021-07-30;87438,35;Paga;NAO;NAO;NAO;0
22395;GERAL;;06/2021;30/06/2021;2021-07-30;131871,28;Paga;NAO;NAO;NAO;0
22418;GERAL;;05/2021;30/06/2021;2021-07-30;34800,92;Paga;NAO;NAO;NAO;0
22411;GERAL;;06/2021;30/06/2021;2021-07-30;4022,37;Paga;NAO;NAO;NAO;0
22410;GERAL;;06/2021;30/06/2021;2021-07-30;18747,16;Paga;NAO;NAO;NAO;0
22412;GERAL;;06/2021;30/06/2021;2021-07-30;4789,18;Paga;NAO;NAO;NAO;0
22417;GERAL;;05/2021;30/06/2021;2021-07-30;48637,50;Paga;NAO;NAO;NAO;0
22416;GERAL;;05/2021;30/06/2021;2021-07-30;139166,79;Paga;NAO;NAO;NAO;0
22415;GERAL;;05/2021;30/06/2021;2021-07-30;27207,44;Paga;NAO;NAO;NAO;0
22408;GERAL;;06/2021;30/06/2021;2021-07-30;104108,40;Paga;NAO;NAO;NAO;0
22409;GERAL;;06/2021;30/06/2021;2021-07-30;9819,91;Paga;NAO;NAO;NAO;0
22923;GERAL;;07/2021;26/07/2021;2021-08-25;8451,50;Paga;NAO;NAO;NAO;0
22921;GERAL;;07/2021;26/07/2021;2021-08-25;115,66;Paga;NAO;NAO;NAO;0
22920;GERAL;;07/2021;26/07/2021;2021-08-25;34129,94;Paga;NAO;NAO;NAO;0
22922;GERAL;;07/2021;26/07/2021;2021-08-25;17329,25;Paga;NAO;NAO;NAO;0
22933;GERAL;;07/2021;26/07/2021;2021-08-25;165777,43;Paga;NAO;NAO;NAO;0
23079;GERAL;;07/2021;30/07/2021;2021-08-29;34800,92;Paga;NAO;NAO;NAO;0
23077;GERAL;;07/2021;30/07/2021;2021-08-29;48637,50;Paga;NAO;NAO;NAO;0
23075;GERAL;;06/2021;30/07/2021;2021-08-29;34800,92;Paga;NAO;NAO;NAO;0
23073;GERAL;;06/2021;30/07/2021;2021-08-29;48637,50;Paga;NAO;NAO;NAO;0
23074;GERAL;;06/2021;30/07/2021;2021-08-29;27207,44;Paga;NAO;NAO;NAO;0
23076;GERAL;;07/2021;30/07/2021;2021-08-29;139166,79;Paga;NAO;NAO;NAO;0
23078;GERAL;;07/2021;30/07/2021;2021-08-29;27207,44;Paga;NAO;NAO;NAO;0
23083;GERAL;;07/2021;30/07/2021;2021-08-29;16398,54;Paga;NAO;NAO;NAO;0
23082;GERAL;;07/2021;30/07/2021;2021-08-29;94644,00;Paga;NAO;NAO;NAO;0
23072;GERAL;;06/2021;30/07/2021;2021-08-29;139166,79;Paga;NAO;NAO;NAO;0
23080;GERAL;;07/2021;30/07/2021;2021-08-29;35372,00;Paga;NAO;NAO;NAO;0
23081;GERAL;;07/2021;30/07/2021;2021-08-29;111679,92;Paga;NAO;NAO;NAO;0
23600;GERAL;;08/2021;30/08/2021;2021-09-29;165777,43;Paga;NAO;NAO;NAO;0
23733;GERAL;;08/2021;31/08/2021;2021-09-30;30803,75;Paga;NAO;NAO;NAO;0
23717;GERAL;;08/2021;31/08/2021;2021-09-30;17329,25;Paga;NAO;NAO;NAO;0
23715;GERAL;;08/2021;31/08/2021;2021-09-30;34129,94;Paga;NAO;NAO;NAO;0
23734;GERAL;;08/2021;31/08/2021;2021-09-30;88263,87;Paga;NAO;NAO;NAO;0
23729;GERAL;;08/2021;31/08/2021;2021-09-30;27236,44;Paga;NAO;NAO;NAO;0
23718;GERAL;;08/2021;31/08/2021;2021-09-30;8451,50;Paga;NAO;NAO;NAO;0
23730;GERAL;;08/2021;31/08/2021;2021-09-30;47913,53;Paga;NAO;NAO;NAO;0
23732;GERAL;;08/2021;31/08/2021;2021-09-30;20403,11;Paga;NAO;NAO;NAO;0
23731;GERAL;;08/2021;31/08/2021;2021-09-30;17231,38;Paga;NAO;NAO;NAO;0
23728;GERAL;;08/2021;31/08/2021;2021-09-30;109313,82;Paga;NAO;NAO;NAO;0
23727;GERAL;;08/2021;31/08/2021;2021-09-30;44163,45;Paga;NAO;NAO;NAO;0
23740;GERAL;;08/2021;31/08/2021;2021-09-30;9976,06;Paga;NAO;NAO;NAO;0
23716;GERAL;;08/2021;31/08/2021;2021-09-30;115,66;Paga;NAO;NAO;NAO;0
24256;GERAL;;09/2021;28/09/2021;2021-10-28;77820,00;Paga;NAO;NAO;NAO;0
24258;GERAL;;09/2021;28/09/2021;2021-10-28;27207,44;Paga;NAO;NAO;NAO;0
24254;GERAL;;09/2021;28/09/2021;2021-10-28;34129,94;Paga;NAO;NAO;NAO;0
24257;GERAL;;09/2021;28/09/2021;2021-10-28;139364,01;Paga;NAO;NAO;NAO;0
24259;GERAL;;09/2021;28/09/2021;2021-10-28;32215,44;Paga;NAO;NAO;NAO;0
24255;GERAL;;09/2021;28/09/2021;2021-10-28;115,66;Paga;NAO;NAO;NAO;0
24357;GERAL;;09/2021;30/09/2021;2021-10-30;20234,25;Paga;NAO;NAO;NAO;0
24353;GERAL;;09/2021;30/09/2021;2021-10-30;9296,65;Paga;NAO;NAO;NAO;0
24355;GERAL;;09/2021;30/09/2021;2021-10-30;15563,68;Paga;NAO;NAO;NAO;0
24358;GERAL;;09/2021;30/09/2021;2021-10-30;17329,25;Paga;NAO;NAO;NAO;0
24356;GERAL;;09/2021;30/09/2021;2021-10-30;66487,41;Paga;NAO;NAO;NAO;0
24354;GERAL;;09/2021;30/09/2021;2021-10-30;109313,82;Paga;NAO;NAO;NAO;0
24886;GERAL;;10/2021;26/10/2021;2021-11-25;77820,00;Paga;NAO;NAO;NAO;0
24884;GERAL;;10/2021;26/10/2021;2021-11-25;139364,01;Paga;NAO;NAO;NAO;0
24881;GERAL;;10/2021;26/10/2021;2021-11-25;115,66;Paga;NAO;NAO;NAO;0
24885;GERAL;;10/2021;26/10/2021;2021-11-25;32215,44;Paga;NAO;NAO;NAO;0
24880;GERAL;;10/2021;26/10/2021;2021-11-25;165777,43;Paga;NAO;NAO;NAO;0
24882;GERAL;;10/2021;26/10/2021;2021-11-25;34129,94;Paga;NAO;NAO;NAO;0
24883;GERAL;;10/2021;26/10/2021;2021-11-25;27207,44;Paga;NAO;NAO;NAO;0
24997;GERAL;;10/2021;27/10/2021;2021-11-26;6246,23;Paga;NAO;NAO;NAO;0
24981;GERAL;;10/2021;27/10/2021;2021-11-26;26123,99;Paga;NAO;NAO;NAO;0
24979;GERAL;;10/2021;27/10/2021;2021-11-26;1419,66;Cancelada;NAO;NAO;NAO;0
24983;GERAL;;10/2021;27/10/2021;2021-11-26;9296,65;Paga;NAO;NAO;NAO;0
24980;GERAL;;10/2021;27/10/2021;2021-11-26;112626,36;Paga;NAO;NAO;NAO;0
24978;GERAL;;10/2021;27/10/2021;2021-11-26;59383,13;Cancelada;NAO;NAO;NAO;0
24982;GERAL;;10/2021;27/10/2021;2021-11-26;17329,25;Paga;NAO;NAO;NAO;0
25009;GERAL;;10/2021;27/10/2021;2021-11-26;61518,60;Paga;NAO;NAO;NAO;0
25631;GERAL;;11/2021;29/11/2021;2021-12-29;32215,44;Paga;NAO;NAO;NAO;0
25627;GERAL;;11/2021;29/11/2021;2021-12-29;34129,94;Paga;NAO;NAO;NAO;0
25629;GERAL;;11/2021;29/11/2021;2021-12-29;77820,00;Paga;NAO;NAO;NAO;0
25608;GERAL;;11/2021;29/11/2021;2021-12-29;131871,28;Paga;NAO;NAO;NAO;0
25630;GERAL;;11/2021;29/11/2021;2021-12-29;27207,44;Paga;NAO;NAO;NAO;0
25632;GERAL;;11/2021;29/11/2021;2021-12-29;139364,01;Paga;NAO;NAO;NAO;0
25628;GERAL;;11/2021;29/11/2021;2021-12-29;115,66;Paga;NAO;NAO;NAO;0
25728;GERAL;;11/2021;30/11/2021;2021-12-30;17329,25;Paga;NAO;NAO;NAO;0
25726;GERAL;;11/2021;30/11/2021;2021-12-30;9550,44;Paga;NAO;NAO;NAO;0
25724;GERAL;;11/2021;30/11/2021;2021-12-30;63174,87;Paga;NAO;NAO;NAO;0
25735;GERAL;;11/2021;30/11/2021;2021-12-30;112626,36;Paga;NAO;NAO;NAO;0
25727;GERAL;;11/2021;30/11/2021;2021-12-30;9296,65;Paga;NAO;NAO;NAO;0
25725;GERAL;;11/2021;30/11/2021;2021-12-30;26128,58;Paga;NAO;NAO;NAO;0
25874;GERAL;;12/2021;02/12/2021;2022-01-01;27207,44;Paga;NAO;NAO;NAO;0
25875;GERAL;;12/2021;02/12/2021;2022-01-01;32215,44;Paga;NAO;NAO;NAO;0
25876;GERAL;;12/2021;02/12/2021;2022-01-01;139364,01;Paga;NAO;NAO;NAO;0
25870;GERAL;;12/2021;02/12/2021;2022-01-01;34129,94;Paga;NAO;NAO;NAO;0
25872;GERAL;;12/2021;02/12/2021;2022-01-01;17329,25;Cancelada;NAO;NAO;NAO;0
25873;GERAL;;12/2021;02/12/2021;2022-01-01;77820,00;Paga;NAO;NAO;NAO;0
25869;GERAL;;12/2021;02/12/2021;2022-01-01;115,66;Paga;NAO;NAO;NAO;0
25871;GERAL;;12/2021;02/12/2021;2022-01-01;9296,65;Cancelada;NAO;NAO;NAO;0
26255;GERAL;;12/2021;20/12/2021;2022-01-19;131871,28;Paga;NAO;NAO;NAO;0
26391;GERAL;;12/2021;28/12/2021;2022-01-27;112626,36;Paga;NAO;NAO;NAO;0
26392;GERAL;;12/2021;28/12/2021;2022-01-27;63174,87;Paga;NAO;NAO;NAO;0
26387;GERAL;;12/2021;28/12/2021;2022-01-27;9296,65;Paga;NAO;NAO;NAO;0
26388;GERAL;;12/2021;28/12/2021;2022-01-27;17329,25;Paga;NAO;NAO;NAO;0
26393;GERAL;;12/2021;28/12/2021;2022-01-27;38533,05;Paga;NAO;NAO;NAO;0
26834;GERAL;;01/2022;25/01/2022;2022-02-24;34129,94;Paga;NAO;NAO;NAO;0
26835;GERAL;;01/2022;25/01/2022;2022-02-24;115,66;Paga;NAO;NAO;NAO;0
26954;GERAL;;01/2022;27/01/2022;2022-02-26;139364,01;Paga;NAO;NAO;NAO;0
26956;GERAL;;01/2022;27/01/2022;2022-02-26;77820,00;Paga;NAO;NAO;NAO;0
26955;GERAL;;01/2022;27/01/2022;2022-02-26;32215,44;Paga;NAO;NAO;NAO;0
26953;GERAL;;01/2022;27/01/2022;2022-02-26;131871,28;Paga;NAO;NAO;NAO;0
26957;GERAL;;01/2022;27/01/2022;2022-02-26;27207,44;Paga;NAO;NAO;NAO;0
27033;GERAL;;01/2022;28/01/2022;2022-02-27;9296,65;Paga;NAO;NAO;NAO;0
27031;GERAL;;01/2022;28/01/2022;2022-02-27;119251,44;Paga;NAO;NAO;NAO;0
27030;GERAL;;01/2022;28/01/2022;2022-02-27;64594,53;Paga;NAO;NAO;NAO;0
27034;GERAL;;01/2022;28/01/2022;2022-02-27;17329,25;Paga;NAO;NAO;NAO;0
27032;GERAL;;01/2022;28/01/2022;2022-02-27;37477,35;Paga;NAO;NAO;NAO;0
27483;GERAL;;02/2022;22/02/2022;2022-03-24;131871,28;Paga;NAO;NAO;NAO;0
27575;GERAL;;02/2022;24/02/2022;2022-03-26;139364,01;Paga;NAO;NAO;NAO;0
27572;GERAL;;02/2022;24/02/2022;2022-03-26;27207,44;Paga;NAO;NAO;NAO;0
27574;GERAL;;02/2022;24/02/2022;2022-03-26;32215,44;Paga;NAO;NAO;NAO;0
27570;GERAL;;02/2022;24/02/2022;2022-03-26;34129,94;Paga;NAO;NAO;NAO;0
27593;GERAL;;02/2022;24/02/2022;2022-03-26;9296,65;Paga;NAO;NAO;NAO;0
27573;GERAL;;02/2022;24/02/2022;2022-03-26;77820,00;Paga;NAO;NAO;NAO;0
27571;GERAL;;02/2022;24/02/2022;2022-03-26;115,66;Paga;NAO;NAO;NAO;0
27592;GERAL;;02/2022;24/02/2022;2022-03-26;119251,44;Paga;NAO;NAO;NAO;0
27590;GERAL;;02/2022;24/02/2022;2022-03-26;67433,85;Paga;NAO;NAO;NAO;0
27594;GERAL;;02/2022;24/02/2022;2022-03-26;37477,35;Paga;NAO;NAO;NAO;0
27591;GERAL;;02/2022;24/02/2022;2022-03-26;17329,25;Paga;NAO;NAO;NAO;0
28366;GERAL;;03/2022;31/03/2022;2022-04-30;153796,50;Paga;NAO;NAO;NAO;0
28368;GERAL;;03/2022;31/03/2022;2022-04-30;85416,21;Paga;NAO;NAO;NAO;0
28338;GERAL;;03/2022;31/03/2022;2022-04-30;139364,01;Paga;NAO;NAO;NAO;0
28340;GERAL;;03/2022;31/03/2022;2022-04-30;32215,44;Paga;NAO;NAO;NAO;0
28367;GERAL;;03/2022;31/03/2022;2022-04-30;228735,00;Paga;NAO;NAO;NAO;0
28335;GERAL;;03/2022;31/03/2022;2022-04-30;131871,28;Paga;NAO;NAO;NAO;0
28339;GERAL;;03/2022;31/03/2022;2022-04-30;27207,44;Paga;NAO;NAO;NAO;0
28341;GERAL;;03/2022;31/03/2022;2022-04-30;77820,00;Paga;NAO;NAO;NAO;0
28336;GERAL;;03/2022;31/03/2022;2022-04-30;34129,94;Paga;NAO;NAO;NAO;0
28365;GERAL;;03/2022;31/03/2022;2022-04-30;35372,00;Paga;NAO;NAO;NAO;0
28369;GERAL;;03/2022;31/03/2022;2022-04-30;9296,65;Paga;NAO;NAO;NAO;0
28337;GERAL;;03/2022;31/03/2022;2022-04-30;115,66;Paga;NAO;NAO;NAO;0
28370;GERAL;;03/2022;31/03/2022;2022-04-30;17329,25;Paga;NAO;NAO;NAO;0
28906;GERAL;;04/2022;26/04/2022;2022-05-26;115,66;Paga;NAO;NAO;NAO;0
28910;GERAL;;04/2022;26/04/2022;2022-05-26;27207,44;Paga;NAO;NAO;NAO;0
28907;GERAL;;04/2022;26/04/2022;2022-05-26;34129,94;Paga;NAO;NAO;NAO;0
28909;GERAL;;04/2022;26/04/2022;2022-05-26;139364,01;Paga;NAO;NAO;NAO;0
28905;GERAL;;04/2022;26/04/2022;2022-05-26;131871,28;Paga;NAO;NAO;NAO;0
28911;GERAL;;04/2022;26/04/2022;2022-05-26;77820,00;Paga;NAO;NAO;NAO;0
28908;GERAL;;04/2022;26/04/2022;2022-05-26;32215,44;Paga;NAO;NAO;NAO;0
28933;GERAL;;04/2022;27/04/2022;2022-05-27;153796,50;Paga;NAO;NAO;NAO;0
28935;GERAL;;04/2022;27/04/2022;2022-05-27;9296,65;Paga;NAO;NAO;NAO;0
28934;GERAL;;04/2022;27/04/2022;2022-05-27;17329,25;Paga;NAO;NAO;NAO;0
28931;GERAL;;04/2022;27/04/2022;2022-05-27;212547,60;Paga;NAO;NAO;NAO;0
28932;GERAL;;04/2022;27/04/2022;2022-05-27;71929,44;Paga;NAO;NAO;NAO;0
29594;GERAL;;05/2022;25/05/2022;2022-06-24;131871,28;Paga;NAO;NAO;NAO;0
29566;GERAL;;05/2022;25/05/2022;2022-06-24;32215,44;Paga;NAO;NAO;NAO;0
29562;GERAL;;05/2022;25/05/2022;2022-06-24;115,66;Paga;NAO;NAO;NAO;0
29563;GERAL;;05/2022;25/05/2022;2022-06-24;143208,57;Paga;NAO;NAO;NAO;0
29561;GERAL;;05/2022;25/05/2022;2022-06-24;34129,94;Paga;NAO;NAO;NAO;0
29564;GERAL;;05/2022;25/05/2022;2022-06-24;27207,44;Paga;NAO;NAO;NAO;0
29565;GERAL;;05/2022;25/05/2022;2022-06-24;77820,00;Paga;NAO;NAO;NAO;0
29611;GERAL;;05/2022;30/05/2022;2022-06-29;35372,00;Paga;NAO;NAO;NAO;0
29613;GERAL;;05/2022;30/05/2022;2022-06-29;9296,65;Paga;NAO;NAO;NAO;0
29610;GERAL;;05/2022;30/05/2022;2022-06-29;83523,33;Paga;NAO;NAO;NAO;0
29612;GERAL;;05/2022;30/05/2022;2022-06-29;218353,95;Paga;NAO;NAO;NAO;0
29614;GERAL;;05/2022;30/05/2022;2022-06-29;17329,25;Paga;NAO;NAO;NAO;0
29609;GERAL;;05/2022;30/05/2022;2022-06-29;74295,54;Paga;NAO;NAO;NAO;0
30274;GERAL;;06/2022;23/06/2022;2022-07-23;131871,28;Paga;NAO;NAO;NAO;0
30317;GERAL;;06/2022;27/06/2022;2022-07-27;115,66;Paga;NAO;NAO;NAO;0
30316;GERAL;;06/2022;27/06/2022;2022-07-27;34129,94;Paga;NAO;NAO;NAO;0
30357;GERAL;;06/2022;28/06/2022;2022-07-28;147053,13;Paga;NAO;NAO;NAO;0
30350;GERAL;;06/2022;28/06/2022;2022-07-28;30995,91;Paga;NAO;NAO;NAO;0
30353;GERAL;;06/2022;28/06/2022;2022-07-28;15209,96;Paga;NAO;NAO;NAO;0
30355;GERAL;;06/2022;28/06/2022;2022-07-28;7509,34;Paga;NAO;NAO;NAO;0
30358;GERAL;;06/2022;28/06/2022;2022-07-28;27207,44;Paga;NAO;NAO;NAO;0
30356;GERAL;;06/2022;28/06/2022;2022-07-28;32215,44;Paga;NAO;NAO;NAO;0
30354;GERAL;;06/2022;28/06/2022;2022-07-28;4028,55;Paga;NAO;NAO;NAO;0
30359;GERAL;;06/2022;28/06/2022;2022-07-28;77820,00;Paga;NAO;NAO;NAO;0
30352;GERAL;;06/2022;28/06/2022;2022-07-28;66487,41;Paga;NAO;NAO;NAO;0
30351;GERAL;;06/2022;28/06/2022;2022-07-28;62638,20;Paga;NAO;NAO;NAO;0
30382;GERAL;;06/2022;29/06/2022;2022-07-29;5924,47;Paga;NAO;NAO;NAO;0
30381;GERAL;;06/2022;29/06/2022;2022-07-29;11043,47;Paga;NAO;NAO;NAO;0
30378;GERAL;;06/2022;29/06/2022;2022-07-29;22675,74;Paga;NAO;NAO;NAO;0
30379;GERAL;;06/2022;29/06/2022;2022-07-29;92212,08;Paga;NAO;NAO;NAO;0
30380;GERAL;;06/2022;29/06/2022;2022-07-29;46035,30;Paga;NAO;NAO;NAO;0
30377;GERAL;;06/2022;29/06/2022;2022-07-29;98190,90;Paga;NAO;NAO;NAO;0
30983;GERAL;;07/2022;25/07/2022;2022-08-24;77820,00;Cancelada;NAO;NAO;NAO;0
30981;GERAL;;07/2022;25/07/2022;2022-08-24;115,66;Paga;NAO;NAO;NAO;0
30985;GERAL;;07/2022;25/07/2022;2022-08-24;147053,13;Cancelada;NAO;NAO;NAO;0
30980;GERAL;;07/2022;25/07/2022;2022-08-24;34129,94;Paga;NAO;NAO;NAO;0
30982;GERAL;;07/2022;25/07/2022;2022-08-24;27207,44;Cancelada;NAO;NAO;NAO;0
30979;GERAL;;07/2022;25/07/2022;2022-08-24;146012,35;Paga;NAO;NAO;NAO;0
30984;GERAL;;07/2022;25/07/2022;2022-08-24;32215,44;Cancelada;NAO;NAO;NAO;0
31106;GERAL;;07/2022;28/07/2022;2022-08-27;27207,44;Paga;NAO;NAO;NAO;0
31107;GERAL;;07/2022;28/07/2022;2022-08-27;77820,00;Paga;NAO;NAO;NAO;0
31108;GERAL;;07/2022;28/07/2022;2022-08-27;32215,44;Paga;NAO;NAO;NAO;0
31105;GERAL;;07/2022;28/07/2022;2022-08-27;148975,41;Paga;NAO;NAO;NAO;0
31117;GERAL;;07/2022;29/07/2022;2022-08-28;72379,20;Paga;NAO;NAO;NAO;0
31120;GERAL;;07/2022;29/07/2022;2022-08-28;19488,48;Paga;NAO;NAO;NAO;0
31118;GERAL;;07/2022;29/07/2022;2022-08-28;39782,00;Paga;NAO;NAO;NAO;0
31121;GERAL;;07/2022;29/07/2022;2022-08-28;10454,95;Paga;NAO;NAO;NAO;0
31116;GERAL;;07/2022;29/07/2022;2022-08-28;174332,28;Paga;NAO;NAO;NAO;0
31119;GERAL;;07/2022;29/07/2022;2022-08-28;172965,00;Paga;NAO;NAO;NAO;0
31663;GERAL;;08/2022;25/08/2022;2022-09-24;146012,35;Paga;NAO;NAO;NAO;0
31741;GERAL;;08/2022;29/08/2022;2022-09-28;10454,95;Paga;NAO;NAO;NAO;0
31735;GERAL;;08/2022;29/08/2022;2022-09-28;11812,33;Paga;NAO;NAO;NAO;0
31742;GERAL;;08/2022;29/08/2022;2022-09-28;39782,00;Paga;NAO;NAO;NAO;0
31737;GERAL;;08/2022;29/08/2022;2022-09-28;28534,00;Paga;NAO;NAO;NAO;0
31743;GERAL;;08/2022;29/08/2022;2022-09-28;243392,40;Paga;NAO;NAO;NAO;0
31730;GERAL;;08/2022;29/08/2022;2022-09-28;115,66;Paga;NAO;NAO;NAO;0
31736;GERAL;;08/2022;29/08/2022;2022-09-28;54624,32;Paga;NAO;NAO;NAO;0
31740;GERAL;;08/2022;29/08/2022;2022-09-28;19488,48;Paga;NAO;NAO;NAO;0
31733;GERAL;;08/2022;29/08/2022;2022-09-28;22587,10;Paga;NAO;NAO;NAO;0
31731;GERAL;;08/2022;29/08/2022;2022-09-28;54560,40;Paga;NAO;NAO;NAO;0
31739;GERAL;;08/2022;29/08/2022;2022-09-28;172965,00;Paga;NAO;NAO;NAO;0
31744;GERAL;;08/2022;29/08/2022;2022-09-28;104577,30;Paga;NAO;NAO;NAO;0
31738;GERAL;;08/2022;29/08/2022;2022-09-28;9976,06;Paga;NAO;NAO;NAO;0
31729;GERAL;;08/2022;29/08/2022;2022-09-28;34129,94;Paga;NAO;NAO;NAO;0
31732;GERAL;;08/2022;29/08/2022;2022-09-28;19075,89;Paga;NAO;NAO;NAO;0
31734;GERAL;;08/2022;29/08/2022;2022-09-28;104450,65;Paga;NAO;NAO;NAO;0
32389;GERAL;;09/2022;27/09/2022;2022-10-27;86148,00;Paga;NAO;NAO;NAO;0
32385;GERAL;;09/2022;27/09/2022;2022-10-27;115,66;Paga;NAO;NAO;NAO;0
32388;GERAL;;09/2022;27/09/2022;2022-10-27;30119,83;Paga;NAO;NAO;NAO;0
32384;GERAL;;09/2022;27/09/2022;2022-10-27;146012,35;Paga;NAO;NAO;NAO;0
32387;GERAL;;09/2022;27/09/2022;2022-10-27;35663,84;Paga;NAO;NAO;NAO;0
32386;GERAL;;09/2022;27/09/2022;2022-10-27;34129,94;Paga;NAO;NAO;NAO;0
32390;GERAL;;09/2022;27/09/2022;2022-10-27;164922,08;Paga;NAO;NAO;NAO;0
32499;GERAL;;09/2022;30/09/2022;2022-10-30;77169,00;Paga;NAO;NAO;NAO;0
32498;GERAL;;09/2022;30/09/2022;2022-10-30;39782,00;Paga;NAO;NAO;NAO;0
32502;GERAL;;09/2022;30/09/2022;2022-10-30;10454,95;Paga;NAO;NAO;NAO;0
32501;GERAL;;09/2022;30/09/2022;2022-10-30;172965,00;Paga;NAO;NAO;NAO;0
32503;GERAL;;09/2022;30/09/2022;2022-10-30;19488,48;Paga;NAO;NAO;NAO;0
32500;GERAL;;09/2022;30/09/2022;2022-10-30;188579,64;Paga;NAO;NAO;NAO;0
33034;GERAL;;10/2022;26/10/2022;2022-11-25;86148,00;Paga;NAO;NAO;NAO;0
33031;GERAL;;10/2022;26/10/2022;2022-11-25;34129,94;Paga;NAO;NAO;NAO;0
33035;GERAL;;10/2022;26/10/2022;2022-11-25;35663,84;Paga;NAO;NAO;NAO;0
33036;GERAL;;10/2022;26/10/2022;2022-11-25;164922,08;Paga;NAO;NAO;NAO;0
33032;GERAL;;10/2022;26/10/2022;2022-11-25;115,66;Paga;NAO;NAO;NAO;0
33033;GERAL;;10/2022;26/10/2022;2022-11-25;30119,83;Paga;NAO;NAO;NAO;0
33159;GERAL;;10/2022;28/10/2022;2022-11-27;39782,00;Paga;NAO;NAO;NAO;0
33163;GERAL;;10/2022;28/10/2022;2022-11-27;10454,95;Paga;NAO;NAO;NAO;0
33160;GERAL;;10/2022;28/10/2022;2022-11-27;83555,40;Paga;NAO;NAO;NAO;0
33162;GERAL;;10/2022;28/10/2022;2022-11-27;19488,48;Paga;NAO;NAO;NAO;0
