campo;valor
nome_completo;Secretaria de Educação do Amazonas
categoria;GOV_DIRETA
cnpj;04.312.419/0001-30
forca_probatoria;FORTE
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;49215512.48334964
val_atualizado;50263263.55696253
faturas_exigiveis;76
faturas_prescritas;8
faturas_total;84
p_recuperacao;0.7
indice_correcao;SELIC
