campo;valor
nome_completo;Prover
categoria;EMPRESA_PRIVADA
cnpj;20.308.187/0001-00
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;549105.7
val_atualizado;549105.7
faturas_exigiveis;0
faturas_prescritas;0
faturas_total;0
p_recuperacao;0.15
indice_correcao;SELIC
