campo;valor
nome_completo;iTransito
categoria;EMPRESA_PRIVADA
cnpj;23.792.780/0001-55
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;38360.67
val_atualizado;38360.67
faturas_exigiveis;0
faturas_prescritas;0
faturas_total;0
p_recuperacao;0.15
indice_correcao;SELIC
