campo;valor
nome_completo;Secretaria de Navegação Portuária e Hidrovias
categoria;GOV_DIRETA
cnpj;01.253.690/0001-53
forca_probatoria;MÉDIA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;25117.34434577535
val_atualizado;25117.34434577535
faturas_exigiveis;8
faturas_prescritas;0
faturas_total;8
p_recuperacao;0.37
indice_correcao;SELIC
