campo;valor
nome_completo;Secretaria de Infraestrutura
categoria;GOV_DIRETA
cnpj;03.852.880/0001-12
forca_probatoria;MÉDIA
proximo_passo;ENVIAR_TRD
val_exig;379631.5477448804
val_atualizado;379631.5477448804
faturas_exigiveis;38
faturas_prescritas;0
faturas_total;38
p_recuperacao;0.45
indice_correcao;SELIC
