campo;valor
nome_completo;Secretaria de Mineração
categoria;GOV_DIRETA
cnpj;51.999.904/0001-03
forca_probatoria;MÉDIA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;235353.15
val_atualizado;0
faturas_exigiveis;30
faturas_prescritas;0
faturas_total;30
p_recuperacao;0.37
indice_correcao;SELIC
