campo;valor
nome_completo;Secretaria de Estado da Justiça, Direitos Humanos e Cidadania
categoria;GOV_DIRETA
cnpj;04.312.401/0001-38
forca_probatoria;MÉDIA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;2589660.118313503
val_atualizado;5262537.822174589
faturas_exigiveis;61
faturas_prescritas;93
faturas_total;160
p_recuperacao;0.4
indice_correcao;SELIC
