campo;valor
nome_completo;Secretaria de Cultura
categoria;GOV_DIRETA
cnpj;01.801.623/0001-26
forca_probatoria;FORTE
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;99050.70706237933
val_atualizado;248155.4238784024
faturas_exigiveis;11
faturas_prescritas;12
faturas_total;23
p_recuperacao;0.65
indice_correcao;SELIC
