campo;valor
nome_completo;Secretaria de Estado de Juventude, Esporte e Lazer
categoria;GOV_DIRETA
cnpj;CNPJ_PENDENTE
forca_probatoria;FRACA
proximo_passo;CLASSIFICAR
val_exig;280242.25
val_atualizado;280242.25
faturas_exigiveis;96
faturas_prescritas;0
faturas_total;96
p_recuperacao;
indice_correcao;SELIC
