campo;valor
nome_completo;Instituto de Previdência do Amazonas
categoria;GOV_INDIRETA
cnpj;04.986.163/0001-46
forca_probatoria;MÉDIA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;736219.7938469165
val_atualizado;1142951.735849928
faturas_exigiveis;21
faturas_prescritas;2
faturas_total;23
p_recuperacao;0.47
indice_correcao;SELIC
