campo;valor
nome_completo;IKM DE
categoria;EMPRESA_PRIVADA
cnpj;14.968.157/0001-10
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;116263.6
val_atualizado;116263.6
faturas_exigiveis;12
faturas_prescritas;0
faturas_total;12
p_recuperacao;0.15
indice_correcao;SELIC
