caminho;nome;raiz;tipo_original;confianca_original;tipo_reclass;numero_reclass;orgao;data;size_bytes;mudou;fonte_tipo
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11265_CONVERTIDO.pdf;empenho_DETRAN_view_11265_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;12/2018;DETRAN;2018-12-28;70671;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11231_CONVERTIDO.pdf;empenho_DETRAN_view_11231_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;12/2018;DETRAN;2018-12-28;70674;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11323_CONVERTIDO.pdf;empenho_DETRAN_view_11323_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;02/2019;DETRAN;2019-02-25;70633;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11327_CONVERTIDO.pdf;empenho_DETRAN_view_11327_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-02-25;70199;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11508_CONVERTIDO.pdf;empenho_DETRAN_view_11508_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;005/2016;DETRAN;2019-04-01;72139;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11076_CONVERTIDO.pdf;empenho_DETRAN_view_11076_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;12/2018;DETRAN;2018-12-28;70658;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11324_CONVERTIDO.pdf;empenho_DETRAN_view_11324_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;02/2019;DETRAN;2019-02-25;70630;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11325_CONVERTIDO.pdf;empenho_DETRAN_view_11325_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;02/2019;DETRAN;2019-02-25;70629;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11544_CONVERTIDO.pdf;empenho_DETRAN_view_11544_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;022/2014;DETRAN;2019-04-01;72050;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11547_CONVERTIDO.pdf;empenho_DETRAN_view_11547_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-04-01;71078;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11074_CONVERTIDO.pdf;empenho_DETRAN_view_11074_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;12/2018;DETRAN;2018-12-28;70380;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11549_CONVERTIDO.pdf;empenho_DETRAN_view_11549_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;011/2016;DETRAN;2019-04-01;71232;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11514_CONVERTIDO.pdf;empenho_DETRAN_view_11514_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-04-01;71300;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11781_CONVERTIDO.pdf;empenho_DETRAN_view_11781_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;022/2014;DETRAN;2019-07-01;70490;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11769_CONVERTIDO.pdf;empenho_DETRAN_view_11769_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;07/2019;DETRAN;2019-07-01;70485;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11783_CONVERTIDO.pdf;empenho_DETRAN_view_11783_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;07/2019;DETRAN;2019-07-01;70837;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11554_CONVERTIDO.pdf;empenho_DETRAN_view_11554_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;025/2014;DETRAN;2019-04-01;70786;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11774_CONVERTIDO.pdf;empenho_DETRAN_view_11774_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;0.85;INDETERMINADO;07/2019;DETRAN;2019-07-01;70814;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11564_CONVERTIDO.pdf;empenho_DETRAN_view_11564_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-04-01;73824;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12292_CONVERTIDO.pdf;empenho_DETRAN_view_12292_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-11-22;72052;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12293_CONVERTIDO.pdf;empenho_DETRAN_view_12293_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-11-22;70241;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12294_CONVERTIDO.pdf;empenho_DETRAN_view_12294_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-11-22;70674;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12295_CONVERTIDO.pdf;empenho_DETRAN_view_12295_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-11-22;70371;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12296_CONVERTIDO.pdf;empenho_DETRAN_view_12296_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;022/2014;DETRAN;2019-11-22;70686;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12497_CONVERTIDO.pdf;empenho_DETRAN_view_12497_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;005/2016;DETRAN;2020-01-02;72220;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12567_CONVERTIDO.pdf;empenho_DETRAN_view_12567_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;027/2014;DETRAN;2020-01-02;71405;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11842_CONVERTIDO.pdf;empenho_DETRAN_view_11842_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-07-05;70658;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12538_CONVERTIDO.pdf;empenho_DETRAN_view_12538_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;005/2016;DETRAN;2020-01-02;70721;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_11841_CONVERTIDO.pdf;empenho_DETRAN_view_11841_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-07-05;70240;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12341_CONVERTIDO.pdf;empenho_DETRAN_view_12341_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;022/2014;DETRAN;2019-12-02;71415;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12530_CONVERTIDO.pdf;empenho_DETRAN_view_12530_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;004/2016;DETRAN;2020-01-02;70581;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12647_CONVERTIDO.pdf;empenho_DETRAN_view_12647_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-01-02;71943;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12595_CONVERTIDO.pdf;empenho_DETRAN_view_12595_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;011/2016;DETRAN;2020-01-02;71094;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12791_CONVERTIDO.pdf;empenho_DETRAN_view_12791_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-12-30;70992;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12649_CONVERTIDO.pdf;empenho_DETRAN_view_12649_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-01-02;70881;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12554_CONVERTIDO.pdf;empenho_DETRAN_view_12554_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;005/2016;DETRAN;2020-01-02;71573;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12646_CONVERTIDO.pdf;empenho_DETRAN_view_12646_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;014/2019;DETRAN;2020-01-02;72769;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12651_CONVERTIDO.pdf;empenho_DETRAN_view_12651_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-01-02;71943;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12653_CONVERTIDO.pdf;empenho_DETRAN_view_12653_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-01-02;72330;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12796_CONVERTIDO.pdf;empenho_DETRAN_view_12796_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-12-30;70716;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12800_CONVERTIDO.pdf;empenho_DETRAN_view_12800_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2019-12-30;70565;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13127_CONVERTIDO.pdf;empenho_DETRAN_view_13127_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-07-08;70036;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13125_CONVERTIDO.pdf;empenho_DETRAN_view_13125_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-07-08;70036;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13126_CONVERTIDO.pdf;empenho_DETRAN_view_13126_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-07-08;70036;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_12847_CONVERTIDO.pdf;empenho_DETRAN_view_12847_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;014/2019;DETRAN;2019-12-30;70695;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13128_CONVERTIDO.pdf;empenho_DETRAN_view_13128_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-07-08;70034;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_1282_CONVERTIDO.pdf;empenho_DETRAN_view_1282_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2015-09-10;70326;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13474_CONVERTIDO.pdf;empenho_DETRAN_view_13474_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-10-26;70670;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13266_CONVERTIDO.pdf;empenho_DETRAN_view_13266_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;14/2019;DETRAN;2020-08-12;71591;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13129_CONVERTIDO.pdf;empenho_DETRAN_view_13129_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-07-08;70031;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13267_CONVERTIDO.pdf;empenho_DETRAN_view_13267_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-08-12;71398;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13264_CONVERTIDO.pdf;empenho_DETRAN_view_13264_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-08-12;71561;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13263_CONVERTIDO.pdf;empenho_DETRAN_view_13263_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-08-12;71067;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13472_CONVERTIDO.pdf;empenho_DETRAN_view_13472_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;022/2014;DETRAN;2020-10-26;70651;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13475_CONVERTIDO.pdf;empenho_DETRAN_view_13475_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-10-26;70090;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13560_CONVERTIDO.pdf;empenho_DETRAN_view_13560_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;022/2014;DETRAN;2020-11-10;73300;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13477_CONVERTIDO.pdf;empenho_DETRAN_view_13477_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;004/2016;DETRAN;2020-10-26;70269;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13562_CONVERTIDO.pdf;empenho_DETRAN_view_13562_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-11-10;72115;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13586_CONVERTIDO.pdf;empenho_DETRAN_view_13586_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;011/2016;DETRAN;2020-11-11;71408;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13744_CONVERTIDO.pdf;empenho_DETRAN_view_13744_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;71424;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13587_CONVERTIDO.pdf;empenho_DETRAN_view_13587_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;027/2014;DETRAN;2020-11-11;72310;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13742_CONVERTIDO.pdf;empenho_DETRAN_view_13742_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;70800;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13476_CONVERTIDO.pdf;empenho_DETRAN_view_13476_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;027/2014;DETRAN;2020-10-26;70589;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13588_CONVERTIDO.pdf;empenho_DETRAN_view_13588_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;004/2016;DETRAN;2020-11-11;72364;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13559_CONVERTIDO.pdf;empenho_DETRAN_view_13559_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;017/2015;DETRAN;2020-11-10;74344;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13585_CONVERTIDO.pdf;empenho_DETRAN_view_13585_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;011/2016;DETRAN;2020-11-11;72849;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13743_CONVERTIDO.pdf;empenho_DETRAN_view_13743_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;71267;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_1396_CONVERTIDO.pdf;empenho_DETRAN_view_1396_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.85;INDETERMINADO;001/2011;DETRAN;2015-02-06;71997;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13747_CONVERTIDO.pdf;empenho_DETRAN_view_13747_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;71422;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13746_CONVERTIDO.pdf;empenho_DETRAN_view_13746_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;71420;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13751_CONVERTIDO.pdf;empenho_DETRAN_view_13751_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;71419;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13749_CONVERTIDO.pdf;empenho_DETRAN_view_13749_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;70951;1;path
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_13750_CONVERTIDO.pdf;empenho_DETRAN_view_13750_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;0.65;INDETERMINADO;;DETRAN;2020-12-31;71424;1;path
