campo;valor
nome_completo;Secretaria de Assuntos Estratégicos
categoria;GOV_DIRETA
cnpj;01.742.414/0001-59
forca_probatoria;FORTE
proximo_passo;PROTOCOLAR_PETICAO
val_exig;651041.089737987
val_atualizado;651041.089737987
faturas_exigiveis;63
faturas_prescritas;0
faturas_total;63
p_recuperacao;0.78
indice_correcao;SELIC
