campo;valor
nome_completo;ANOREG
categoria;EMPRESA_PRIVADA
cnpj;03.123.477/0001-52
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;102267.91
val_atualizado;102267.91
faturas_exigiveis;12
faturas_prescritas;0
faturas_total;12
p_recuperacao;0.15
indice_correcao;SELIC
