caminho_atual;nome_atual;nome_limpo;caminho_novo;contrato;status_validacao;sha_antes;sha_depois;status;erro
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00013_CT-005.2016-SUSPEITO_Ordinario.pdf;NE-2020-00013_CT-005.2016-SUSPEITO_Ordinario.pdf;NE-2020-00013_CT-005.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00013_CT-005.2016_Ordinario.pdf;005/2016;canonico;596caf18d0f29844748b71e11c438585faf355aa1312db1248055deb1ae771fa;596caf18d0f29844748b71e11c438585faf355aa1312db1248055deb1ae771fa;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00055_CT-014.2019-SUSPEITO_Ordinario.pdf;NE-2020-00055_CT-014.2019-SUSPEITO_Ordinario.pdf;NE-2020-00055_CT-014.2019_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00055_CT-014.2019_Ordinario.pdf;014/2019;canonico;2e6681e5a6599a57745a9e5f69e68cca13558e5650cf2b9f69638311eb0d8ae6;2e6681e5a6599a57745a9e5f69e68cca13558e5650cf2b9f69638311eb0d8ae6;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00025_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2020-00025_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2020-00025_CT-011.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00025_CT-011.2016_Ordinario.pdf;011/2016;canonico;733f4631143062010a8209987aaa58dd95a0d5a15bace4dbe92f752585f15b0b;733f4631143062010a8209987aaa58dd95a0d5a15bace4dbe92f752585f15b0b;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-01393_CT-014.2019-SUSPEITO_Ordinario.pdf;NE-2019-01393_CT-014.2019-SUSPEITO_Ordinario.pdf;NE-2019-01393_CT-014.2019_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-01393_CT-014.2019_Ordinario.pdf;014/2019;canonico;afd05c132beeaf2476933c4f7eb28641c639b27b787945c5f1d562c1149e76d9;afd05c132beeaf2476933c4f7eb28641c639b27b787945c5f1d562c1149e76d9;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00679_CT-014.2019-SUSPEITO_Ordinario.pdf;NE-2020-00679_CT-014.2019-SUSPEITO_Ordinario.pdf;NE-2020-00679_CT-014.2019_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00679_CT-014.2019_Ordinario.pdf;014/2019;canonico;aafbd262b6b7aa80e395a69a06c521a1c68b27ed68088dc15360f95c8404a804;aafbd262b6b7aa80e395a69a06c521a1c68b27ed68088dc15360f95c8404a804;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-01094_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2020-01094_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2020-01094_CT-011.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-01094_CT-011.2016_Ordinario.pdf;011/2016;canonico;671a7a3c51802896b5a86158791b1287b42ad4a3da7e8a6ec296451a208fb8d7;671a7a3c51802896b5a86158791b1287b42ad4a3da7e8a6ec296451a208fb8d7;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-01095_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2020-01095_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2020-01095_CT-011.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-01095_CT-011.2016_Ordinario.pdf;011/2016;canonico;f8b9555ce7883cf64066ca6357736e59e9f2a8856feb37099764e8772203eb9e;f8b9555ce7883cf64066ca6357736e59e9f2a8856feb37099764e8772203eb9e;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00090_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2015-00090_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2015-00090_CT-001.2011_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00090_CT-001.2011_Ordinario.pdf;001/2011;canonico;e1b618455f5024e6706b50ac3c24be1b3c19319aa496ac53b0a4d7e3d331d951;e1b618455f5024e6706b50ac3c24be1b3c19319aa496ac53b0a4d7e3d331d951;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2021-0000801_CT-005.2016-SUSPEITO_Ordinario.pdf;NE-2021-0000801_CT-005.2016-SUSPEITO_Ordinario.pdf;NE-2021-0000801_CT-005.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2021-0000801_CT-005.2016_Ordinario.pdf;005/2016;canonico;1970b8ce79ac8808925a0560f9ff6c056669df39f7fd3dbbe331d662ee627356;1970b8ce79ac8808925a0560f9ff6c056669df39f7fd3dbbe331d662ee627356;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2021-0000802_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2021-0000802_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2021-0000802_CT-008.2021_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2021-0000802_CT-008.2021_Ordinario.pdf;008/2021;canonico;62c7d8b3fdacda5252c9a68b0d7a9e2a46e1bf0928198e12cc43ea01cf686ebe;62c7d8b3fdacda5252c9a68b0d7a9e2a46e1bf0928198e12cc43ea01cf686ebe;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00759_CT-021.2014-SUSPEITO_Ordinario.pdf;NE-2015-00759_CT-021.2014-SUSPEITO_Ordinario.pdf;NE-2015-00759_CT-021.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00759_CT-021.2014_Ordinario.pdf;021/2014;canonico;37a4fcd6fefb35748043545e893e167c8596f63d09ff953733236ed5be10d450;37a4fcd6fefb35748043545e893e167c8596f63d09ff953733236ed5be10d450;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00760_CT-026.2014-SUSPEITO_Ordinario.pdf;NE-2015-00760_CT-026.2014-SUSPEITO_Ordinario.pdf;NE-2015-00760_CT-026.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00760_CT-026.2014_Ordinario.pdf;026/2014;canonico;32a428c096ccc8f8ba9574b2d1785a4728c10e401d98d00e982ecac8ab7d3a1f;32a428c096ccc8f8ba9574b2d1785a4728c10e401d98d00e982ecac8ab7d3a1f;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2021-0000993_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2021-0000993_CT-011.2016-SUSPEITO_Ordinario.pdf;NE-2021-0000993_CT-011.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2021-0000993_CT-011.2016_Ordinario.pdf;011/2016;canonico;ab25e792f8bc1d72a499c2ed84306e01161a29f47da98b045502f7c1b6ea5f98;ab25e792f8bc1d72a499c2ed84306e01161a29f47da98b045502f7c1b6ea5f98;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2022-0000027_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2022-0000027_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2022-0000027_CT-008.2021_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2022-0000027_CT-008.2021_Ordinario.pdf;008/2021;canonico;f6c1acd775abd9bd5f8847121a6210694ea05b2561bcde79b5528ee03d3d4baf;f6c1acd775abd9bd5f8847121a6210694ea05b2561bcde79b5528ee03d3d4baf;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2022-0001031_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2022-0001031_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2022-0001031_CT-008.2021_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2022-0001031_CT-008.2021_Ordinario.pdf;008/2021;canonico;ff7fb87f851a124bbacae92b62532a85114cfaaa7a18259370c27eb5b3fc623f;ff7fb87f851a124bbacae92b62532a85114cfaaa7a18259370c27eb5b3fc623f;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00627_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2015-00627_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2015-00627_CT-001.2011_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00627_CT-001.2011_Ordinario.pdf;001/2011;canonico;66e9beda2e27efc76d5d3c9656e487bcdf70c31ae6292b8f55b8f1803e3fbdb6;66e9beda2e27efc76d5d3c9656e487bcdf70c31ae6292b8f55b8f1803e3fbdb6;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2022-0001731_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2022-0001731_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2022-0001731_CT-008.2021_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2022-0001731_CT-008.2021_Ordinario.pdf;008/2021;canonico;3a178164d2e48b9161dc2871ae0031d0979c210b06d09d79789c12b6a929a2c2;3a178164d2e48b9161dc2871ae0031d0979c210b06d09d79789c12b6a929a2c2;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00547_CT-026.2014-SUSPEITO_Ordinario.pdf;NE-2015-00547_CT-026.2014-SUSPEITO_Ordinario.pdf;NE-2015-00547_CT-026.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00547_CT-026.2014_Ordinario.pdf;026/2014;canonico;c975e7742aa852f7fa03169100bfebd9aa7093ef0678d2bc1c906b52e35650f5;c975e7742aa852f7fa03169100bfebd9aa7093ef0678d2bc1c906b52e35650f5;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2023-0001078_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2023-0001078_CT-008.2021-SUSPEITO_Ordinario.pdf;NE-2023-0001078_CT-008.2021_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2023-0001078_CT-008.2021_Ordinario.pdf;008/2021;canonico;0ea4413fb2c078ab57674dbc372cd57b7a21ab18d4f57bcc6dee243e46bd4e78;0ea4413fb2c078ab57674dbc372cd57b7a21ab18d4f57bcc6dee243e46bd4e78;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2023-0001722_CT-078.2022-SUSPEITO_Ordinario.pdf;NE-2023-0001722_CT-078.2022-SUSPEITO_Ordinario.pdf;NE-2023-0001722_CT-078.2022_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2023-0001722_CT-078.2022_Ordinario.pdf;078/2022;canonico;15d9853b817a36479c896209d0fa6f5cafa068acb29ff96de014b6addf11099d;15d9853b817a36479c896209d0fa6f5cafa068acb29ff96de014b6addf11099d;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00055_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2015-00055_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2015-00055_CT-001.2011_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00055_CT-001.2011_Ordinario.pdf;001/2011;canonico;8fc1d8ebf48a99eb7f539378b84002fbae4a9a6f8bddf9eeded9659dd2aad9ef;8fc1d8ebf48a99eb7f539378b84002fbae4a9a6f8bddf9eeded9659dd2aad9ef;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00875_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2015-00875_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2015-00875_CT-028.2012_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00875_CT-028.2012_Ordinario.pdf;028/2012;canonico;5e2ee74c02f229e058dee70cda5582cfdd295ddb7f7f3394a4056be48403b8f4;5e2ee74c02f229e058dee70cda5582cfdd295ddb7f7f3394a4056be48403b8f4;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00994_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2015-00994_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2015-00994_CT-028.2012_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00994_CT-028.2012_Ordinario.pdf;028/2012;canonico;37cd6b94bd1b07e55ae1407f6de1b2e0652d8ad4da606f42c2b598f7ac1f8775;37cd6b94bd1b07e55ae1407f6de1b2e0652d8ad4da606f42c2b598f7ac1f8775;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00874_CT-023.2014-SUSPEITO_Ordinario.pdf;NE-2015-00874_CT-023.2014-SUSPEITO_Ordinario.pdf;NE-2015-00874_CT-023.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00874_CT-023.2014_Ordinario.pdf;023/2014;canonico;fe8369ba5012295017b42163652d0eeb1ee8304a138f85da6c9eb9d0b4343fbc;fe8369ba5012295017b42163652d0eeb1ee8304a138f85da6c9eb9d0b4343fbc;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00996_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2015-00996_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2015-00996_CT-028.2012_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2015-00996_CT-028.2012_Ordinario.pdf;028/2012;canonico;7649a274815d07c29d0aed403b26278c61fd1ef7c32a092cd93977106067519d;7649a274815d07c29d0aed403b26278c61fd1ef7c32a092cd93977106067519d;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00314_CT-024.2014-SUSPEITO_Ordinario.pdf;NE-2016-00314_CT-024.2014-SUSPEITO_Ordinario.pdf;NE-2016-00314_CT-024.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00314_CT-024.2014_Ordinario.pdf;024/2014;canonico;7564dc0521108d8544809ac3b63d80c9c51e8ee4dbf4add1d154d3aef2518845;7564dc0521108d8544809ac3b63d80c9c51e8ee4dbf4add1d154d3aef2518845;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00429_CT-023.2014-SUSPEITO_Ordinario.pdf;NE-2016-00429_CT-023.2014-SUSPEITO_Ordinario.pdf;NE-2016-00429_CT-023.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00429_CT-023.2014_Ordinario.pdf;023/2014;canonico;2bc4429c85e4c7e8d0b0c692db3b5d2c08d14fe68ecc8e3de17960e4bed22ba0;2bc4429c85e4c7e8d0b0c692db3b5d2c08d14fe68ecc8e3de17960e4bed22ba0;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00501_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2016-00501_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2016-00501_CT-001.2011_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00501_CT-001.2011_Ordinario.pdf;001/2011;canonico;ce971fd20c39bcd751422bc81c0c40f8ca21ec0c94b340370c0b97417421067c;ce971fd20c39bcd751422bc81c0c40f8ca21ec0c94b340370c0b97417421067c;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00427_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2016-00427_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2016-00427_CT-028.2012_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00427_CT-028.2012_Ordinario.pdf;028/2012;canonico;d3050d60e2810420e3dafb675775353da45d263d1eb26f49e517b497b51568df;d3050d60e2810420e3dafb675775353da45d263d1eb26f49e517b497b51568df;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00658_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2016-00658_CT-028.2012-SUSPEITO_Ordinario.pdf;NE-2016-00658_CT-028.2012_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00658_CT-028.2012_Ordinario.pdf;028/2012;canonico;abe00c6c40045f67e1be6fa87c4794caef0869c3494fe8289143734533ebc220;abe00c6c40045f67e1be6fa87c4794caef0869c3494fe8289143734533ebc220;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00656_CT-023.2014-SUSPEITO_Ordinario.pdf;NE-2016-00656_CT-023.2014-SUSPEITO_Ordinario.pdf;NE-2016-00656_CT-023.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00656_CT-023.2014_Ordinario.pdf;023/2014;canonico;8b8a8cdf82262c9b55704e060e6dacf42174e99f53e3f5411d952108a5475762;8b8a8cdf82262c9b55704e060e6dacf42174e99f53e3f5411d952108a5475762;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00390_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2016-00390_CT-001.2011-SUSPEITO_Ordinario.pdf;NE-2016-00390_CT-001.2011_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2016-00390_CT-001.2011_Ordinario.pdf;001/2011;canonico;2844cb4094849fe5b41bafbd695101d948bf2ac48023776c261525805fd809e2;2844cb4094849fe5b41bafbd695101d948bf2ac48023776c261525805fd809e2;OK;
