nome_original;nome_novo;tipo;numero;orgao;cnpj;data;valor_principal;procedencia;estagio;score;confianca;caminho_original;caminho_novo;erro
58900.pdf;CONTRATO_PRODAM_2026-03-16_a042bf.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-16;10000.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO MASTER\58900.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-16_a042bf.pdf;
59779.pdf;NF_PRODAM_2026-03-16_cba573.pdf;NF;;PRODAM;04407920000180;2026-03-16;32720.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO MASTER\59779.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_cba573.pdf;
59780.pdf;CONTRATO_142024_PRODAM_2026-03-16_f0b5e3.pdf;CONTRATO;14/2024;PRODAM;04407920000180;2026-03-16;4904.00;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO MASTER\59780.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_142024_PRODAM_2026-03-16_f0b5e3.pdf;
59781.pdf;CONTRATO_PRODAM_2026-03-16_e7b3f1.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-16;10000.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO MASTER\59781.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-16_e7b3f1.pdf;
60393.pdf;NF_PRODAM_2026-03-16_6410c8.pdf;NF;;PRODAM;04407920000180;2026-03-16;32530.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO MASTER\60393.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_6410c8.pdf;
60408.pdf;CONTRATO_142024_PRODAM_2026-03-16_a61223.pdf;CONTRATO;14/2024;PRODAM;04407920000180;2026-03-16;4594.00;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO MASTER\60408.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_142024_PRODAM_2026-03-16_a61223.pdf;
60575.pdf;CONTRATO_PRODAM_2026-03-16_c10169.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-16;10000.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO MASTER\60575.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-16_c10169.pdf;
58149.pdf;NF_PRODAM_2026-03-17_2c85ee.pdf;NF;;PRODAM;04407920000180;2026-03-17;2942.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SAFRA\58149.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_2c85ee.pdf;
58186.pdf;NF_PRODAM_2026-03-17_6f063e.pdf;NF;;PRODAM;04407920000180;2026-03-17;1176.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SAFRA\58186.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_6f063e.pdf;
58723.pdf;NF_PRODAM_2026-03-17_7165ef.pdf;NF;;PRODAM;04407920000180;2026-03-17;1170.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SAFRA\58723.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_7165ef.pdf;
59705.pdf;NF_PRODAM_2026-03-17_7031ed.pdf;NF;;PRODAM;04407920000180;2026-03-17;2876.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SAFRA\59705.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_7031ed.pdf;
60315.pdf;NF_PRODAM_2026-03-17_f36d37.pdf;NF;;PRODAM;04407920000180;2026-03-17;1146.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SAFRA\60315.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_f36d37.pdf;
46065.pdf;NF_PRODAM_2026-03-17_7388de.pdf;NF;;PRODAM;04407920000180;2026-03-17;1366.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\46065.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_7388de.pdf;
46792.pdf;NF_PRODAM_2026-03-17_c24f21.pdf;NF;;PRODAM;04407920000180;2026-03-17;6436.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\46792.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_c24f21.pdf;
47496.pdf;NF_PRODAM_2026-03-17_0ed9b8.pdf;NF;;PRODAM;04407920000180;2026-03-17;1354.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\47496.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_0ed9b8.pdf;
48222.pdf;NF_PRODAM_2026-03-17_60cfe9.pdf;NF;;PRODAM;04407920000180;2026-03-17;1358.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\48222.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_60cfe9.pdf;
49229.pdf;NF_PRODAM_2026-03-17_0df636.pdf;NF;;PRODAM;04407920000180;2026-03-17;1350.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\49229.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_0df636.pdf;
49707.pdf;NF_PRODAM_2026-03-17_528461.pdf;NF;;PRODAM;04407920000180;2026-03-17;1346.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\49707.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_528461.pdf;
50445.pdf;NF_PRODAM_2026-03-17_27a33a.pdf;NF;;PRODAM;04407920000180;2026-03-17;1354.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\50445.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_27a33a.pdf;
51841.pdf;NF_PRODAM_2026-03-17_4aa216.pdf;NF;;PRODAM;04407920000180;2026-03-17;1368.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\51841.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_4aa216.pdf;
52026.pdf;NF_PRODAM_2026-03-17_f79434.pdf;NF;;PRODAM;04407920000180;2026-03-17;1362.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\52026.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_f79434.pdf;
52813.pdf;NF_PRODAM_2026-03-17_999ec3.pdf;NF;;PRODAM;04407920000180;2026-03-17;1344.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\52813.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_999ec3.pdf;
53550.pdf;NF_PRODAM_2026-03-17_603eac.pdf;NF;;PRODAM;04407920000180;2026-03-17;1330.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\53550.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_603eac.pdf;
54351.pdf;NF_PRODAM_2026-03-17_8305e9.pdf;NF;;PRODAM;04407920000180;2026-03-17;1350.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\54351.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_8305e9.pdf;
55114.pdf;NF_PRODAM_2026-03-17_e31a4d.pdf;NF;;PRODAM;04407920000180;2026-03-17;1348.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\55114.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_e31a4d.pdf;
55879.pdf;NF_PRODAM_2026-03-17_cb0f71.pdf;NF;;PRODAM;04407920000180;2026-03-17;1340.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\55879.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_cb0f71.pdf;
56664.pdf;NF_PRODAM_2026-03-17_5994e4.pdf;NF;;PRODAM;04407920000180;2026-03-17;1324.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\56664.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_5994e4.pdf;
57425.pdf;NF_PRODAM_2026-03-17_4c3368.pdf;NF;;PRODAM;04407920000180;2026-03-17;1284.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\57425.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_4c3368.pdf;
58197.pdf;NF_PRODAM_2026-03-17_1eb016.pdf;NF;;PRODAM;04407920000180;2026-03-17;1262.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\58197.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_1eb016.pdf;
58992.pdf;NF_PRODAM_2026-03-17_90c922.pdf;NF;;PRODAM;04407920000180;2026-03-17;1220.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\58992.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_90c922.pdf;
59793.pdf;NF_PRODAM_2026-03-17_8bdc08.pdf;NF;;PRODAM;04407920000180;2026-03-17;1194.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BANCO SICOOB\59793.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_8bdc08.pdf;
38603.pdf;NF_PRODAM_2026-03-17_930df9.pdf;NF;;PRODAM;04407920000180;2026-03-17;11164.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BMC\38603.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_930df9.pdf;
39242.pdf;NF_PRODAM_2026-03-17_d9a604.pdf;NF;;PRODAM;04407920000180;2026-03-17;10642.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BMC\39242.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_d9a604.pdf;
40009.pdf;NF_PRODAM_2026-03-17_2dbec4.pdf;NF;;PRODAM;04407920000180;2026-03-17;10028.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BMC\40009.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_2dbec4.pdf;
40573.pdf;NF_PRODAM_2026-03-17_ac4cd7.pdf;NF;;PRODAM;04407920000180;2026-03-17;9576.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BMC\40573.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_ac4cd7.pdf;
41891.pdf;NF_PRODAM_2026-03-17_ca039e.pdf;NF;;PRODAM;04407920000180;2026-03-17;8578.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BMC\41891.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_ca039e.pdf;
42570.pdf;NF_PRODAM_2026-03-17_191aa9.pdf;NF;;PRODAM;04407920000180;2026-03-17;8154.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\BMC\42570.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_191aa9.pdf;
26411.pdf;CONTRATO_122007_PRODAM_2026-03-17_72c24a.pdf;CONTRATO;12/2007;PRODAM;04407920000180;2026-03-17;10000.00;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\26411.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_122007_PRODAM_2026-03-17_72c24a.pdf;
28945.pdf;CONTRATO_PRODAM_2026-03-17_a0dd02.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-17;13288.18;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\28945.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-17_a0dd02.pdf;
29630.pdf;CONTRATO_PRODAM_2026-03-17_5e2b8b.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-17;10000.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\29630.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-17_5e2b8b.pdf;
37818.pdf;NF_PRODAM_2026-03-17_2e2759.pdf;NF;;PRODAM;04407920000180;2026-03-17;19942.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\37818.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-17_2e2759.pdf;
37891.pdf;CONTRATO_15862022_PRODAM_2026-03-16_c35e2b.pdf;CONTRATO;1586/2022;PRODAM;04407920000180;2026-03-16;14613.81;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\37891.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_15862022_PRODAM_2026-03-16_c35e2b.pdf;
38595.pdf;NF_PRODAM_2026-03-16_f722a6.pdf;NF;;PRODAM;04407920000180;2026-03-16;20078.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\38595.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_f722a6.pdf;
39271.pdf;NF_PRODAM_2026-03-16_90df56.pdf;NF;;PRODAM;04407920000180;2026-03-16;20364.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\39271.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_90df56.pdf;
39272.pdf;CONTRATO_PRODAM_2026-03-16_f22e09.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-16;10000.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\39272.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-16_f22e09.pdf;
39896.pdf;NF_PRODAM_2026-03-16_f8f91a.pdf;NF;;PRODAM;04407920000180;2026-03-16;20770.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\39896.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_f8f91a.pdf;
39959.pdf;CONTRATO_15862022_PRODAM_2026-03-16_ed1347.pdf;CONTRATO;1586/2022;PRODAM;04407920000180;2026-03-16;14603.78;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\39959.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_15862022_PRODAM_2026-03-16_ed1347.pdf;
40544.pdf;NF_PRODAM_2026-03-16_70b788.pdf;NF;;PRODAM;04407920000180;2026-03-16;21160.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\40544.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_70b788.pdf;
40636.pdf;CONTRATO_15862022_PRODAM_2026-03-16_78ffca.pdf;CONTRATO;1586/2022;PRODAM;04407920000180;2026-03-16;18351.99;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\40636.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_15862022_PRODAM_2026-03-16_78ffca.pdf;
42586.pdf;NF_PRODAM_2026-03-16_086770.pdf;NF;;PRODAM;04407920000180;2026-03-16;22580.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\42586.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_086770.pdf;
43258.pdf;NF_PRODAM_2026-03-16_ad0238.pdf;NF;;PRODAM;04407920000180;2026-03-16;23084.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\43258.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_ad0238.pdf;
43912.pdf;NF_PRODAM_2026-03-16_f4ff6f.pdf;NF;;PRODAM;04407920000180;2026-03-16;22910.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\43912.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_f4ff6f.pdf;
43925.pdf;CONTRATO_PRODAM_2026-03-16_ea2f12.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-16;10000.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\43925.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-16_ea2f12.pdf;
43928.pdf;CONTRATO_PRODAM_2026-03-16_e435c1.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-16;19356.77;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\43928.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-16_e435c1.pdf;
44548.pdf;NF_PRODAM_2026-03-16_cb6526.pdf;NF;;PRODAM;04407920000180;2026-03-16;23250.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\44548.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_cb6526.pdf;
45275.pdf;CONTRATO_PRODAM_2026-03-16_7abeff.pdf;CONTRATO;;PRODAM;04407920000180;2026-03-16;19263.09;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\45275.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\CONTRATO_PRODAM_2026-03-16_7abeff.pdf;
45298.pdf;NF_PRODAM_2026-03-16_d3d14e.pdf;NF;;PRODAM;04407920000180;2026-03-16;23546.00;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\Empresas Privadas\CAIXA\45298.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_Empresas_Priv\NF_PRODAM_2026-03-16_d3d14e.pdf;
