Cliente;Serviços;Contrato;Número;Comp.;Valor;Atraso;Corrigido;Status;Ações
BMC;Execução de sistemas;163/2023;142309;06/2023;11.164,00;987 dias;0,00;Pendente;
BMC;Execução de sistemas;163/2023;143017;07/2023;10.642,00;955 dias;0,00;Pendente;
BMC;Execução de sistemas;163/2023;143880;08/2023;10.028,00;920 dias;0,00;Pendente;
BMC;Execução de sistemas;163/2023;144495;09/2023;9.576,00;896 dias;0,00;Pendente;
BMC;Execução de sistemas;163/2023;146011;11/2023;8.578,00;833 dias;0,00;Pendente;
BMC;Execução de sistemas;163/2023;146773;12/2023;8.154,00;804 dias;0,00;Pendente;
