campo;valor
nome_completo;Fundação de Tecnologia do Amazonas
categoria;GOV_INDIRETA
cnpj;84.664.796/0001-77
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;34186.18707715725
val_atualizado;34186.18707715725
faturas_exigiveis;11
faturas_prescritas;0
faturas_total;11
p_recuperacao;0.3
indice_correcao;SELIC
