campo;valor
nome_completo;
categoria;GOV_DIRETA
cnpj;19.371.471/0001-34
forca_probatoria;FRACA
proximo_passo;CLASSIFICAR
val_exig;20927.09
val_atualizado;
faturas_exigiveis;4
faturas_prescritas;0
faturas_total;4
p_recuperacao;
indice_correcao;
