campo;valor
nome_completo;Secretaria de Meio Ambiente
categoria;GOV_DIRETA
cnpj;05.562.326/0001-26
forca_probatoria;MÉDIA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;38541.1088668302
val_atualizado;49842.06985580978
faturas_exigiveis;5
faturas_prescritas;5
faturas_total;10
p_recuperacao;0.37
indice_correcao;SELIC
