campo;valor
nome_completo;Polícia Civil do Amazonas
categoria;GOV_DIRETA
cnpj;03.072.388/0001-24
forca_probatoria;MÉDIA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;960481.713334285
val_atualizado;1908089.754340274
faturas_exigiveis;32
faturas_prescritas;24
faturas_total;56
p_recuperacao;0.37
indice_correcao;SELIC
