id,nf,contrato,competencia,data_vencimento_estimada,data_prescricao_estimada,dias_ate_prescricao,status_prescricao,situacao_spcf,valor_bruto,valor_atualizado,correcao_monetaria,juros_mora_1pct,multa_2pct,indice_correcao_contrato,fator_correcao,meses_atraso,cadeia,tem_marco_interruptivo,contrato_ativo,contrato_indice
128770,25586,006/2021,11/2021,2021-12-01,2026-12-01,231,ATENCAO_12m,Emitida,26634.0,44922.6895940381,2348.3803832503854,15360.661603122704,579.6476076650077,IGPM,1.0881722754092658,53,"{'classe': 'FORTE', 'elos': {'contrato': True, 'empenho': True, 'nf': True, 'liquidacao': False, 'pagamento': False}, 'num_nes_vinculadas': 17, 'tem_contrato': True, 'tem_empenho': True, 'tem_nl': False, 'tem_nf': True, 'tem_pagamento': False}",True,False,IGPM
129515,26309,010/2021,12/2021,2021-12-31,2026-12-31,261,ATENCAO_12m,Emitida,371260.32,622028.1826261756,32654.08430271145,210035.49023740995,8078.288086054229,IGPM,1.0879546844723709,52,"{'classe': 'COMPLETA', 'elos': {'contrato': True, 'empenho': True, 'nf': True, 'liquidacao': True, 'pagamento': True}, 'num_nes_vinculadas': 24, 'tem_contrato': True, 'tem_empenho': True, 'tem_nl': True, 'tem_nf': True, 'tem_pagamento': True}",True,False,IGPM
129613,26401,006/2021,12/2021,2021-12-31,2026-12-31,261,ATENCAO_12m,Emitida,26634.0,44623.94100200517,2342.5850662371267,15067.824234443306,579.5317013247426,IGPM,1.0879546844723709,52,"{'classe': 'COMPLETA', 'elos': {'contrato': True, 'empenho': True, 'nf': True, 'liquidacao': True, 'pagamento': True}, 'num_nes_vinculadas': 17, 'tem_contrato': True, 'tem_empenho': True, 'tem_nl': True, 'tem_nf': True, 'tem_pagamento': True}",True,False,IGPM
129612,26402,006/2021,12/2021,2021-12-31,2026-12-31,261,ATENCAO_12m,Emitida,39951.0,66935.91150300777,3513.8775993556897,22601.73635166496,869.2975519871138,IGPM,1.0879546844723709,52,"{'classe': 'COMPLETA', 'elos': {'contrato': True, 'empenho': True, 'nf': True, 'liquidacao': True, 'pagamento': True}, 'num_nes_vinculadas': 17, 'tem_contrato': True, 'tem_empenho': True, 'tem_nl': True, 'tem_nf': True, 'tem_pagamento': True}",True,False,IGPM
130540,27118,004/2016,02/2022,2022-03-03,2027-03-03,323,ATENCAO_12m,Parcialmente Paga,305403.49,491737.4406906242,18107.984138568543,161755.73706928428,6470.229482771371,IGPM,1.0592920013408116,50,"{'classe': 'COMPLETA', 'elos': {'contrato': True, 'empenho': True, 'nf': True, 'liquidacao': True, 'pagamento': True}, 'num_nes_vinculadas': 20, 'tem_contrato': True, 'tem_empenho': True, 'tem_nl': True, 'tem_nf': True, 'tem_pagamento': True}",True,False,IGPM
131182,27929,004/2016,03/2022,2022-03-31,2027-03-31,351,ATENCAO_12m,Parcialmente Paga,305403.49,479723.3879497581,12294.117913747064,155671.82787773607,6353.952158274941,IGPM,1.0402553288233447,49,"{'classe': 'COMPLETA', 'elos': {'contrato': True, 'empenho': True, 'nf': True, 'liquidacao': True, 'pagamento': True}, 'num_nes_vinculadas': 20, 'tem_contrato': True, 'tem_empenho': True, 'tem_nl': True, 'tem_nf': True, 'tem_pagamento': True}",True,False,IGPM
