Cliente;Serviços;Contrato;Número;Comp.;Valor;Atraso;Corrigido;Status;Ações
FMT-HVD;Serviços de Firewall;006/2019;139429;03/2023;799,08;1073 dias;0,00;Suspenso;TramitarReverter Status
FMT-HVD;Serviços de Firewall;006/2019;143872;08/2023;669,39;920 dias;0,00;Suspenso;TramitarReverter Status
