campo;valor
nome_completo;Superintendência da Zona Franca de Manaus - Habitação
categoria;GOV_INDIRETA
cnpj;04.355.863/0001-32
forca_probatoria;MÉDIA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;840061.1525043402
val_atualizado;1210268.549392809
faturas_exigiveis;87
faturas_prescritas;36
faturas_total;123
p_recuperacao;0.47
indice_correcao;SELIC
