campo;valor
nome_completo;Fundação Hospitalar Adriano Jorge
categoria;GOV_INDIRETA
cnpj;06.168.092/0001-08
forca_probatoria;FORTE
proximo_passo;PROTOCOLAR_PETICAO
val_exig;259910.7790577516
val_atualizado;493519.1295001625
faturas_exigiveis;34
faturas_prescritas;41
faturas_total;75
p_recuperacao;0.83
indice_correcao;SELIC
