campo;valor
nome_completo;Odontomed
categoria;EMPRESA_PRIVADA
cnpj;05.287.585/0001-96
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;7541.1
val_atualizado;7541.1
faturas_exigiveis;0
faturas_prescritas;0
faturas_total;0
p_recuperacao;0.15
indice_correcao;SELIC
