campo;valor
nome_completo;Banco BMG
categoria;EMPRESA_PRIVADA
cnpj;61.186.680/0001-74
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;39242.0
val_atualizado;39242.0
faturas_exigiveis;0
faturas_prescritas;0
faturas_total;0
p_recuperacao;0.15
indice_correcao;SELIC
