campo;valor
nome_completo;Banco Master
categoria;EMPRESA_PRIVADA
cnpj;33.884.941/0001-94
forca_probatoria;FRACA
proximo_passo;HABILITAÇÃO DE CRÉDITO — Liquidação extrajudicial (BCB Ato 1.369/2025). Monitorar edital no DOU. Prazo estimado: ago/2026. Crédito: quirografário.
val_exig;889270.87
val_atualizado;889270.87
faturas_exigiveis;51
faturas_prescritas;0
faturas_total;51
p_recuperacao;0.15
indice_correcao;SELIC
