campo;valor
nome_completo;Agência Reguladora de Serviços Públicos do Amazonas
categoria;GOV_INDIRETA
cnpj;04.272.727/0001-89
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;49618.85205354253
val_atualizado;49618.85205354253
faturas_exigiveis;23
faturas_prescritas;0
faturas_total;23
p_recuperacao;0.3
indice_correcao;SELIC
