campo;valor
nome_completo;Banco Sicoob
categoria;EMPRESA_PRIVADA
cnpj;02.038.232/0001-64
forca_probatoria;FRACA
proximo_passo;ANALISAR_DOCUMENTACAO
val_exig;30290.0
val_atualizado;30290.0
faturas_exigiveis;21
faturas_prescritas;0
faturas_total;21
p_recuperacao;0.15
indice_correcao;SELIC
