caminho_original;nome_original;nome_novo;caminho_novo;sha256_antes;sha256_depois;tipo_final;status;erro
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10001_DETRAN.pdf;empenho_10001_DETRAN.pdf;NE-2018-00264_CT-028.2012-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-00264_CT-028.2012-SUSPEITO_Ordinario.pdf;6e42313a1fe675b5d3bfd692067af33ebeee4a78912729eac642aebca58d2f9c;6e42313a1fe675b5d3bfd692067af33ebeee4a78912729eac642aebca58d2f9c;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10022_DETRAN.pdf;empenho_10022_DETRAN.pdf;NE-2018-00256_CT-023.2014-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-00256_CT-023.2014-SUSPEITO_Ordinario.pdf;fd57273b87c0f340fda4b99d2ada5512b2e19ced187db13fe2965281d3007f5f;fd57273b87c0f340fda4b99d2ada5512b2e19ced187db13fe2965281d3007f5f;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10659_DETRAN.pdf;empenho_10659_DETRAN.pdf;NE-2018-01131_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01131_CT-indefinido_Ordinario.pdf;aafd40a30c3f78934f915f6a66878d74c73ee96ff86819f9146180e8016be3ee;aafd40a30c3f78934f915f6a66878d74c73ee96ff86819f9146180e8016be3ee;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10012_DETRAN.pdf;empenho_10012_DETRAN.pdf;NE-2018-00263_CT-022.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-00263_CT-022.2014_Ordinario.pdf;d4810424c0cfddb25d265ddb6f7e2dea45aeaf1bb59d4fe82992f712440c2e1e;d4810424c0cfddb25d265ddb6f7e2dea45aeaf1bb59d4fe82992f712440c2e1e;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10000_DETRAN.pdf;empenho_10000_DETRAN.pdf;NE-2018-00258_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-00258_CT-indefinido_Ordinario.pdf;65a4a5f4921a93c5c5bb5be5b3e6f5d4cac19393b09f96073390fee86a0c81b5;65a4a5f4921a93c5c5bb5be5b3e6f5d4cac19393b09f96073390fee86a0c81b5;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10009_DETRAN.pdf;empenho_10009_DETRAN.pdf;NE-2018-00257_CT-011.2016-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-00257_CT-011.2016-SUSPEITO_Ordinario.pdf;ae3ba5a4801197575eb15c39060b24e05ba7fc2e00d0289d4153238634fc51fe;ae3ba5a4801197575eb15c39060b24e05ba7fc2e00d0289d4153238634fc51fe;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10664_DETRAN.pdf;empenho_10664_DETRAN.pdf;NE-2018-01128_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01128_CT-indefinido_Ordinario.pdf;aa0511e6b7d5ac31a29015e3039d11dcfc1682a92fa6f3e21ed0e7cd1fcdee89;aa0511e6b7d5ac31a29015e3039d11dcfc1682a92fa6f3e21ed0e7cd1fcdee89;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10014_DETRAN.pdf;empenho_10014_DETRAN.pdf;NE-2018-00261_CT-027.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-00261_CT-027.2014_Ordinario.pdf;3cba11e4c2dcebd92f6d96d317da61dd577a3b1a6b8a086614d008e583989b5c;3cba11e4c2dcebd92f6d96d317da61dd577a3b1a6b8a086614d008e583989b5c;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10952_DETRAN.pdf;empenho_10952_DETRAN.pdf;NE-2019-00018_CT-025.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00018_CT-025.2014_Ordinario.pdf;76bb214478bad57b6c96ded9b47e308f68713f0e307bf0e8709a83b2899b5b57;76bb214478bad57b6c96ded9b47e308f68713f0e307bf0e8709a83b2899b5b57;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10663_DETRAN.pdf;empenho_10663_DETRAN.pdf;NE-2018-01127_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01127_CT-indefinido_Ordinario.pdf;a9b7e49f29b084b4cb7e8ae266e907dddbf303daeb00660aec0da046df13ee3a;a9b7e49f29b084b4cb7e8ae266e907dddbf303daeb00660aec0da046df13ee3a;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10969_DETRAN.pdf;empenho_10969_DETRAN.pdf;NE-2019-00025_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00025_CT-indefinido_Ordinario.pdf;0c5a30ee74113ceeec60467ef656ddf86a11739b2c933902251b6df36025dbfa;0c5a30ee74113ceeec60467ef656ddf86a11739b2c933902251b6df36025dbfa;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10665_DETRAN.pdf;empenho_10665_DETRAN.pdf;NE-2018-01129_CT-017.2015_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01129_CT-017.2015_Ordinario.pdf;d4e44269be4cf2e8ae397fcb7699227015a8a825323466c86d48b00cdc00a5fb;d4e44269be4cf2e8ae397fcb7699227015a8a825323466c86d48b00cdc00a5fb;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10960_DETRAN.pdf;empenho_10960_DETRAN.pdf;NE-2019-00019_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00019_CT-indefinido_Ordinario.pdf;f81078fce1cfa2442a85f0ab84fda2e7b4dd0bcb65953c4f2f9c4141248d3691;f81078fce1cfa2442a85f0ab84fda2e7b4dd0bcb65953c4f2f9c4141248d3691;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10975_DETRAN.pdf;empenho_10975_DETRAN.pdf;NE-2019-00026_CT-004.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00026_CT-004.2016_Ordinario.pdf;af35b31cea9b332583170d8a4b2357f2828d28cb13800411bd9929555f71a28f;af35b31cea9b332583170d8a4b2357f2828d28cb13800411bd9929555f71a28f;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10996_DETRAN.pdf;empenho_10996_DETRAN.pdf;NE-2019-00031_CT-027.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00031_CT-027.2014_Ordinario.pdf;c69821fadbe336e3680d709b592d64ce6b82162d9a3b379f0e353fc93dc90cac;c69821fadbe336e3680d709b592d64ce6b82162d9a3b379f0e353fc93dc90cac;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10661_DETRAN.pdf;empenho_10661_DETRAN.pdf;NE-2018-01130_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01130_CT-indefinido_Ordinario.pdf;39514861b008a60d1bc884028551b5f4039e8e434dca4899e00c8e20a6acaa5c;39514861b008a60d1bc884028551b5f4039e8e434dca4899e00c8e20a6acaa5c;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10970_DETRAN.pdf;empenho_10970_DETRAN.pdf;NE-2019-00029_CT-001.2016-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00029_CT-001.2016-SUSPEITO_Ordinario.pdf;dcdb12b32f185caca37a5c34dcccf1d4d33fcbab4744d5e174e3f3ca04034909;dcdb12b32f185caca37a5c34dcccf1d4d33fcbab4744d5e174e3f3ca04034909;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10978_DETRAN.pdf;empenho_10978_DETRAN.pdf;NE-2019-00024_CT-023.2014-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00024_CT-023.2014-SUSPEITO_Ordinario.pdf;0cf7aa33f7413e7f20588360efd7a34ae9bf306f697b00692c77a0c062ad0a3c;0cf7aa33f7413e7f20588360efd7a34ae9bf306f697b00692c77a0c062ad0a3c;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_10993_DETRAN.pdf;empenho_10993_DETRAN.pdf;NE-2019-00030_CT-017.2015_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00030_CT-017.2015_Ordinario.pdf;5eba14f743ef79fa5e3d65f78bf4d2dd2840734e53ee93274fcf375ef005824b;5eba14f743ef79fa5e3d65f78bf4d2dd2840734e53ee93274fcf375ef005824b;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11011_DETRAN.pdf;empenho_11011_DETRAN.pdf;NE-2019-00036_CT-004.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00036_CT-004.2016_Ordinario.pdf;bf75e18064c1d37b089a0572d16bc7aeff1101b986ba6c674ac3b04923b1b030;bf75e18064c1d37b089a0572d16bc7aeff1101b986ba6c674ac3b04923b1b030;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11015_DETRAN.pdf;empenho_11015_DETRAN.pdf;NE-2019-00037_CT-004.2016_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00037_CT-004.2016_Ordinario.pdf;f1b4975e3437c2dc966c9e2e1c8cade3c871a16896971ea2ad1db5334deb441d;f1b4975e3437c2dc966c9e2e1c8cade3c871a16896971ea2ad1db5334deb441d;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11064_DETRAN.pdf;empenho_11064_DETRAN.pdf;NE-2018-01398_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01398_CT-indefinido_Ordinario.pdf;108b28b16ab6607dd98d482e3d2f67dc4030d9ea9321467f7094b100438312e4;108b28b16ab6607dd98d482e3d2f67dc4030d9ea9321467f7094b100438312e4;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11074_DETRAN.pdf;empenho_11074_DETRAN.pdf;NE-2018-01378_CT-027.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01378_CT-027.2014_Ordinario.pdf;8638bcdc6ed7ce1a5d857797a5bd59d044b62942c4778dc9a444e29572145e8f;8638bcdc6ed7ce1a5d857797a5bd59d044b62942c4778dc9a444e29572145e8f;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11323_DETRAN.pdf;empenho_11323_DETRAN.pdf;NE-2019-00139_CT-022.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00139_CT-022.2014_Ordinario.pdf;b3db2e040ed06ad16e57656e641fa99001e65fefe6eef48502f69e71332e9b4e;b3db2e040ed06ad16e57656e641fa99001e65fefe6eef48502f69e71332e9b4e;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11265_DETRAN.pdf;empenho_11265_DETRAN.pdf;NE-2018-01380_CT-022.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01380_CT-022.2014_Ordinario.pdf;0bdcff963669190cbe8f7bb1a83d7da15aeb4fb3e8a5ad3aad71c4ae674f3209;0bdcff963669190cbe8f7bb1a83d7da15aeb4fb3e8a5ad3aad71c4ae674f3209;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11327_DETRAN.pdf;empenho_11327_DETRAN.pdf;NE-2019-00141_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00141_CT-indefinido_Ordinario.pdf;e69cb7b563224b90806faa9036dd3863049c8feb8c65a6f8e9f6c3d66d8610a1;e69cb7b563224b90806faa9036dd3863049c8feb8c65a6f8e9f6c3d66d8610a1;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11251_DETRAN.pdf;empenho_11251_DETRAN.pdf;NE-2018-01379_CT-025.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01379_CT-025.2014_Ordinario.pdf;fb484cc27b2aa965963977534b4dd5ceaac8b6ae4ff051508220b366747aab51;fb484cc27b2aa965963977534b4dd5ceaac8b6ae4ff051508220b366747aab51;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11231_DETRAN.pdf;empenho_11231_DETRAN.pdf;NE-2018-01393_CT-001.2015-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01393_CT-001.2015-SUSPEITO_Ordinario.pdf;e240912d883131ef90f28980b35c23303495c34c46652c2d9dbf4fc63f4d4f31;e240912d883131ef90f28980b35c23303495c34c46652c2d9dbf4fc63f4d4f31;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11544_DETRAN.pdf;empenho_11544_DETRAN.pdf;NE-2019-00244_CT-022.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00244_CT-022.2014_Ordinario.pdf;c0a6bb115779b1fdf6a60dad5d12e22824f2c27f2f2cc98660afebb8e3824365;c0a6bb115779b1fdf6a60dad5d12e22824f2c27f2f2cc98660afebb8e3824365;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11325_DETRAN.pdf;empenho_11325_DETRAN.pdf;NE-2019-00142_CT-022.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00142_CT-022.2014_Ordinario.pdf;2977622b8fa73ea139a7fb385174445c7203135600550de00e3673b606fba0bc;2977622b8fa73ea139a7fb385174445c7203135600550de00e3673b606fba0bc;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11076_DETRAN.pdf;empenho_11076_DETRAN.pdf;NE-2018-01377_CT-023.2014-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2018-01377_CT-023.2014-SUSPEITO_Ordinario.pdf;29d521549bddf9698b6a9025e37687c47cdf7ba5aeb99499939f22483f403ed8;29d521549bddf9698b6a9025e37687c47cdf7ba5aeb99499939f22483f403ed8;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11508_DETRAN.pdf;empenho_11508_DETRAN.pdf;NE-2019-00225_CT-005.2016-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00225_CT-005.2016-SUSPEITO_Ordinario.pdf;95a2ebfe817e27432a2631e72d172e719db8801ae387b01bc0e77e2f2899e7c7;95a2ebfe817e27432a2631e72d172e719db8801ae387b01bc0e77e2f2899e7c7;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11324_DETRAN.pdf;empenho_11324_DETRAN.pdf;NE-2019-00140_CT-022.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00140_CT-022.2014_Ordinario.pdf;4ad7c80ec24dc961bb9e82b5b1f4f26e3451ed2bd187699a887c62dd5cdea6d2;4ad7c80ec24dc961bb9e82b5b1f4f26e3451ed2bd187699a887c62dd5cdea6d2;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11554_DETRAN.pdf;empenho_11554_DETRAN.pdf;NE-2019-00243_CT-025.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00243_CT-025.2014_Ordinario.pdf;a3f05015a0027248da59e18d363cb1ba75a1482ded5a0f8d2cbc7c16b5e6aa62;a3f05015a0027248da59e18d363cb1ba75a1482ded5a0f8d2cbc7c16b5e6aa62;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11547_DETRAN.pdf;empenho_11547_DETRAN.pdf;NE-2019-00246_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00246_CT-indefinido_Ordinario.pdf;54eb70f815bb03a8a2795f56fbf983d8381afd5de1fdfe90e6a423a58238f9a0;54eb70f815bb03a8a2795f56fbf983d8381afd5de1fdfe90e6a423a58238f9a0;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11781_DETRAN.pdf;empenho_11781_DETRAN.pdf;NE-2019-00576_CT-022.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00576_CT-022.2014_Ordinario.pdf;f9a28ea5954dbec00b0b7deada28a80901771a6d91c372cd84345fc39a05bfc2;f9a28ea5954dbec00b0b7deada28a80901771a6d91c372cd84345fc39a05bfc2;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11514_DETRAN.pdf;empenho_11514_DETRAN.pdf;NE-2019-00224_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00224_CT-indefinido_Ordinario.pdf;a6f7b76c6bdd53c1d02f30ceb0159a5bdb7d86ea47fca4eb9b487c125540060b;a6f7b76c6bdd53c1d02f30ceb0159a5bdb7d86ea47fca4eb9b487c125540060b;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11783_DETRAN.pdf;empenho_11783_DETRAN.pdf;NE-2019-00575_CT-027.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00575_CT-027.2014_Ordinario.pdf;34f278e9affa5ac1c76534ce96ca1806be5a894641bdf00e3ba1293ec61eb9ef;34f278e9affa5ac1c76534ce96ca1806be5a894641bdf00e3ba1293ec61eb9ef;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11774_DETRAN.pdf;empenho_11774_DETRAN.pdf;NE-2019-00571_CT-011.2016-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00571_CT-011.2016-SUSPEITO_Ordinario.pdf;095cc6a9a51c64b67da9fd730ce145bb3e81d75de3b6c8d41857bf43985366f7;095cc6a9a51c64b67da9fd730ce145bb3e81d75de3b6c8d41857bf43985366f7;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11564_DETRAN.pdf;empenho_11564_DETRAN.pdf;NE-2019-00247_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00247_CT-indefinido_Ordinario.pdf;d4c17fa6ede7be6b962110fc173385f01e6253b121a53e2fe63f3b2e118321a6;d4c17fa6ede7be6b962110fc173385f01e6253b121a53e2fe63f3b2e118321a6;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11841_DETRAN.pdf;empenho_11841_DETRAN.pdf;NE-2019-00604_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00604_CT-indefinido_Ordinario.pdf;a5c43bd06d536204567aab752b0791c9493be844836656478c361a93b699ea1e;a5c43bd06d536204567aab752b0791c9493be844836656478c361a93b699ea1e;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11769_DETRAN.pdf;empenho_11769_DETRAN.pdf;NE-2019-00572_CT-025.2014_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00572_CT-025.2014_Ordinario.pdf;d4b1d6f2ebffb5071a3ac16e7bef97623a6add4fe2e52be398ed4a2a2e8d696b;d4b1d6f2ebffb5071a3ac16e7bef97623a6add4fe2e52be398ed4a2a2e8d696b;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11549_DETRAN.pdf;empenho_11549_DETRAN.pdf;NE-2019-00245_CT-011.2016-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-00245_CT-011.2016-SUSPEITO_Ordinario.pdf;78b7270be06c5070d8ccb157ac400bfdb6b843c2fb70d95e373377bc874d5dbe;78b7270be06c5070d8ccb157ac400bfdb6b843c2fb70d95e373377bc874d5dbe;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12293_DETRAN.pdf;empenho_12293_DETRAN.pdf;NE-2019-01229_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-01229_CT-indefinido_Ordinario.pdf;470fa2b774b5c3462c2f9b870415ff3d4c68cec8b5a95931a31f354979d40ee3;470fa2b774b5c3462c2f9b870415ff3d4c68cec8b5a95931a31f354979d40ee3;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12294_DETRAN.pdf;empenho_12294_DETRAN.pdf;NE-2019-01230_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-01230_CT-indefinido_Ordinario.pdf;56b3292271f2508d89bcc09578543068c39b4990997952ae956834d3d63e446f;56b3292271f2508d89bcc09578543068c39b4990997952ae956834d3d63e446f;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12292_DETRAN.pdf;empenho_12292_DETRAN.pdf;NE-2019-01227_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-01227_CT-indefinido_Ordinario.pdf;a57f50b642bf26df66c4f2babe53b377bcc2027167ca153c7a54748ebdcf2a8d;a57f50b642bf26df66c4f2babe53b377bcc2027167ca153c7a54748ebdcf2a8d;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12295_DETRAN.pdf;empenho_12295_DETRAN.pdf;NE-2019-01228_CT-indefinido_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2019-01228_CT-indefinido_Ordinario.pdf;b717530a7310fcc39966e8f6a85f1233f948e9d1753517ef97fcbce63c4938f1;b717530a7310fcc39966e8f6a85f1233f948e9d1753517ef97fcbce63c4938f1;NE;OK;
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12538_DETRAN.pdf;empenho_12538_DETRAN.pdf;NE-2020-00010_CT-005.2016-SUSPEITO_Ordinario.pdf;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\NE-2020-00010_CT-005.2016-SUSPEITO_Ordinario.pdf;e6ffd7d65b208657e8c686aa922570a0e153835f8a4f2bbfe57b1b851b71f2b9;e6ffd7d65b208657e8c686aa922570a0e153835f8a4f2bbfe57b1b851b71f2b9;NE;OK;
