caminho_original;nome_original;nome_canonico;tipo_hint_path;tipo_final;contrato;numero;objeto;fora_escopo;confianca;tem_texto;tem_texto_util;len_texto;sha256;tamanho_bytes;raiz;status
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10363.pdf;empenho_DETRAN_10363.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;48f9b01e46470246bd13413295edd2c16a935e36e6697fc376c0241cee37babc;465264;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_165622.pdf;fatura_DETRAN_165622.pdf;NF-60536_CT-indefinido_DETRAN_2025-12.pdf;NF;NF;;60536;Competencia-2025-12;1;0.70;1;1;2406;3bd8fd6f9d848e3e82e70c1f169e5d541b133fe6e8f3e955595a6fb5f5a04a8e;79015;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10601.pdf;empenho_DETRAN_10601.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;1264656f9e5fbe04e5220744fb7ad7b6271f9d9b7e31cd5cbecc05628476dc66;262166;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10077.ocr.pdf;empenho_DETRAN_10077.ocr.pdf;NE-2018-00399_CT-indefinido_Ordinario.pdf;NE;NE;;2018NE00399;Ordinario;1;0.70;1;1;4836;661adf03d47e8a1d5a92c6f3a5fe4bf73d29137cb74b3bac316766dccda5974e;246773;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_166276.pdf;fatura_DETRAN_166276.pdf;NF-00545_CT-indefinido_DETRAN_2026-01.pdf;NF;NF;;00545;Competencia-2026-01;1;0.70;1;1;2053;b1e095896d055ab812f23c4a3d61c1747293c4de0cc7a53c9ebb1a89fe7b8577;75470;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10207.pdf;empenho_DETRAN_10207.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;f1c2c58c5467a1dbe405acefdfd21639a8bb77516f5bfffe44ddd1c7cd7f5e7a;264303;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10604.ocr.pdf;empenho_DETRAN_10604.ocr.pdf;NE-AAAA-XXXXX_CT-011.2016-SUSPEITO_Ordinario.pdf;NE;NE;011/2016;XXXXX;Ordinario;0;1.00;1;1;2488;31b52425f32aad74c1f49e8ace01d39d5087050293fd9b45a205f11ec1cc04ed;348680;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10601.ocr.pdf;empenho_DETRAN_10601.ocr.pdf;NE-2016-01008_CT-indefinido_Ordinario.pdf;NE;NE;;2016NE01008;Ordinario;1;0.70;1;1;2323;ebd26e702a37374b0662ea9b4028294c7162d88363736856293552eb8964d184;365088;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10077.pdf;empenho_DETRAN_10077.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;eb2a99f08c28e93d8403bdc9fb3c9a6c12228e9bfd9b841604835b64ebf7ee73;140247;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10208.ocr.pdf;empenho_DETRAN_10208.ocr.pdf;NE-2018-00646_CT-indefinido_Ordinario.pdf;NE;NE;;2018NE00646;Ordinario;1;0.70;1;1;1584;22f15899ff5ef87002b3be88aedd8de7095bacc762ac595bafe2f16202f72229;339435;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10208.pdf;empenho_DETRAN_10208.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;db75720141665646e8345981ed2d73c63915ebdb979a6bf0b32bb63f9006860c;248658;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_165623.pdf;fatura_DETRAN_165623.pdf;NF-60537_CT-indefinido_DETRAN_2025-12.pdf;NF;NF;;60537;Competencia-2025-12;1;0.70;1;1;2066;7aeed0b98a8a7813b45deb0077269fd142ddb64c507c37393a12a2c5b4923c24;76755;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10604.pdf;empenho_DETRAN_10604.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;e5a6c4d710bd40fbc3a0acb2eaf641ccf428f309c3a2429e774836d552de6310;250537;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10207.ocr.pdf;empenho_DETRAN_10207.ocr.pdf;NE-2018-00647_CT-indefinido_Ordinario.pdf;NE;NE;;2018NE00647;Ordinario;1;0.70;1;1;1774;b5200caa979ab096e45b8ffdebb92a60e1ebdb6c8c804f0132cf3576c9c1e63a;348021;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10693.pdf;empenho_DETRAN_10693.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;48d7d96eeef1be633ef2f13e6f3b2ec5c58225f2cc38a9b4800b3f1b221a851a;582956;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10694.pdf;empenho_DETRAN_10694.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;e79e6b8173e9344551c1503d268244754f249b09a59e33020339a9e2ca2990a3;554824;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10363.ocr.pdf;empenho_DETRAN_10363.ocr.pdf;NE-2078-00790_CT-indefinido_Ordinario.pdf;NE;NE;;2078NE00790;Ordinario;1;0.70;1;1;3394;256e2ab61cdc7cc644b9030cabe759501456f8f8afa90dc947589feddbee8bf0;585032;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10699.ocr.pdf;empenho_DETRAN_10699.ocr.pdf;NE-2018-01277_CT-indefinido_Ordinario.pdf;NE;NE;;2018NE01277;Ordinario;1;0.70;1;1;4292;e223c52122143e4203917e58b0daadb39c9e2527bb8c09b47d33954232770bd8;510476;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10699.pdf;empenho_DETRAN_10699.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;9837217b19e9d74b49a6367dfe7443834ba1eaa43a1b10e448452ca2507affb1;547074;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_11772.pdf;empenho_DETRAN_11772.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;9bde692c9e89a2b42d5597a0479f5a1b6caac2c72a4440a9c775404c2b9631f3;438724;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_11789.pdf;empenho_DETRAN_11789.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;6abc04b76c4e543ce0c333873c853f355b07c65cd7f5dfeb878684e241f69f93;421248;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10694.ocr.pdf;empenho_DETRAN_10694.ocr.pdf;NE-2018-01276_CT-025.2014_Ordinario.pdf;NE;NE;025/2014;2018NE01276;Ordinario;0;1.00;1;1;4782;422e732d4b6323ecd21bc7906d129f9dfa1df372111e5df79ca744d87fb3bac0;595424;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10701.pdf;empenho_DETRAN_10701.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;47d3907e98fc6884b98b9c9ed43750d3b43296ab03903e86446499d82f6048f1;583720;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_11789.ocr.pdf;empenho_DETRAN_11789.ocr.pdf;NE-2019-00574_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE00574;Ordinario;1;0.70;1;1;1964;0e16868f7f75c2998c60e3c984a9ece0124453bcf7a20aef13d4d09c56acea32;575997;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10693.ocr.pdf;empenho_DETRAN_10693.ocr.pdf;NE-2018-01275_CT-indefinido_Ordinario.pdf;NE;NE;;2018NE01275;Ordinario;1;0.70;1;1;5716;cc77f405b1b018e48330a6b98c2fdf056ede95ab25c658c06efc172a0f789467;610808;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12011.ocr.pdf;empenho_DETRAN_12011.ocr.pdf;NE-2019-00872_CT-017.2015_Ordinario.pdf;NE;NE;017/2015;2019NE00872;Ordinario;0;1.00;1;1;4992;98a156e3b40ab8320c861a9a40deafcee6cd557fb4f36ce8a31835ae82680f07;855387;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12170.pdf;empenho_DETRAN_12170.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;f6b7ef15711a4578deb89b2915297748eaf337bd444c66fe28854dcf99196138;567213;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12011.pdf;empenho_DETRAN_12011.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;edce24dc0a6af520c67c3163a77f36d727fe3dd195416422deed56da5230a12a;941853;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12297.pdf;empenho_DETRAN_12297.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;2b417d4b689f5bc6959fb20e762e303368d3b2203d74cde00af467b846ae6944;1050218;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_10701.ocr.pdf;empenho_DETRAN_10701.ocr.pdf;NE-2018-01250_CT-indefinido_Ordinario.pdf;NE;NE;;2018NE01250;Ordinario;1;0.70;1;1;5242;a427d3f9f90f61c935dcc955e1de894291a369664d57aa0eafaf5de9d74ac3b4;592830;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_11772.ocr.pdf;empenho_DETRAN_11772.ocr.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;1;1;2414;95c4b18c0ed28564fc49c43ba7648ad039996009df7e3ab02535eea94b3f8ae6;598772;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12298.pdf;empenho_DETRAN_12298.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;34cb361de709226e93481029cbfa32b554c193573d6a8d37ad92464def33b118;524247;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12299.ocr.pdf;empenho_DETRAN_12299.ocr.pdf;NE-2019-01234_CT-023.2014-SUSPEITO_Ordinario.pdf;NE;NE;023/2014;2019NE01234;Ordinario;0;1.00;1;1;2631;657359e27b5e803fb21e318bf67b6499e350ebf2fb592f07747e16a610e26d7d;507177;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_1244.pdf;empenho_DETRAN_1244.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;6d9542ced98bcfd1afe11594e38a57723fd3869adf615c8002386e56f208eab5;479530;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12303.pdf;empenho_DETRAN_12303.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;b964f535f766ff0285c4b4bc0f974411872412581a92f3d5d2a8f66dbfa26f3b;1042697;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12299.pdf;empenho_DETRAN_12299.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;838f5dd34aa319e088aae84bb09155f2123ce1784606b496ac9e840270c39c82;511683;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12345.ocr.pdf;empenho_DETRAN_12345.ocr.pdf;NE-2019-01297_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01297;Ordinario;1;0.70;1;1;2679;7c4008ed3a15355731efc9f0c1fc92178f361623d3bb8d72deb7ddbcc2581c14;517511;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12170.ocr.pdf;empenho_DETRAN_12170.ocr.pdf;NE-2019-01033_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01033;Ordinario;1;0.70;1;1;4528;7cb6d6bdaf02a8686ac3f86a6f1571227f33ee3df31c47885f05432b808a8157;577604;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12345.pdf;empenho_DETRAN_12345.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;dafe64db091dd98572adda90b12d4476385e052d62fee9ab99afc803f268eb2a;514463;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12297.ocr.pdf;empenho_DETRAN_12297.ocr.pdf;NE-2019-01232_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2019NE01232;Ordinario;0;1.00;1;1;5422;9dc377e92f316466f71a337e0ae46ccb88f38e190b36d56c2cc6e19e01a61b4f;1029962;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_1244.ocr.pdf;empenho_DETRAN_1244.ocr.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;1;1;4405;17c042a06cd138008f975221e7519ba96721a7a913bd0c455b51bc69e3deb80f;406409;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12983.pdf;empenho_DETRAN_12983.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;c6374a69e52993716c977e12a1484cc966fec77105007c9b929738fe3d39abbf;1313026;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12298.ocr.pdf;empenho_DETRAN_12298.ocr.pdf;NE-2019-01233_CT-025.2014_Ordinario.pdf;NE;NE;025/2014;2019NE01233;Ordinario;0;1.00;1;1;2781;1ab44b8b1ef1e2cf3df1468ffdacbeabf0ed93de94221b5f2bc751d1f153f9a5;526609;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12303.ocr.pdf;empenho_DETRAN_12303.ocr.pdf;NE-2019-01243_CT-027.2014_Ordinario.pdf;NE;NE;027/2014;2019NE01243;Ordinario;0;1.00;1;1;5705;602e65da30572e21b0a55bf2606922825d5c485cd8f2c2ed4fc2520c51d73904;1034299;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13098.pdf;empenho_DETRAN_13098.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;41ea76300623ab77a261e153c7b67645afb6a0fe8ccd8539b099b1f583a4c943;458752;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12872.pdf;empenho_DETRAN_12872.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;7da122177b6bb932435e290bbef2daae3ae262ee43f6dc8008e378a032d1159e;835911;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12872.ocr.pdf;empenho_DETRAN_12872.ocr.pdf;NE-2020-00083_CT-017.2015_Ordinario.pdf;NE;NE;017/2015;2020NE00083;Ordinario;0;1.00;1;1;4575;af3667c027702cfc25a6647c21620ea3c36ae0c166ead01782595d226f879767;862040;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13046.pdf;empenho_DETRAN_13046.pdf;NE-2020-00468_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00468;Ordinario;1;0.70;1;1;5573;017982bb567a943aa3c069a933ca45ad7447d6b36dbc0a1d7148f4f2d3d241ab;3118712;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_12983.ocr.pdf;empenho_DETRAN_12983.ocr.pdf;NE-2020-00312_CT-011.2016-SUSPEITO_Ordinario.pdf;NE;NE;011/2016;2020NE00312;Ordinario;0;1.00;1;1;4228;13234605eff7ae6b055b42cad06f0626170a92dc2a1c4c5f71b7ccf3e103e470;1492897;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13050.pdf;empenho_DETRAN_13050.pdf;NE-2020-00469_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00469;Ordinario;1;0.70;1;1;6424;5e7412a346cee76331cca5b09a70a110373b4c77c1cfee8db9b136cf55b42ab1;3394315;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13270.pdf;empenho_DETRAN_13270.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;dc19fd4e82fcfa1026fd058a273a1db68d09e30836a52441c06873619770130e;128681;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13047.pdf;empenho_DETRAN_13047.pdf;NE-2020-00467_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00467;Ordinario;1;0.70;1;1;6788;2bd65ca8252a7dcb0769f93b546cafeec20ab09d69519c47a42a93ce7e929f19;3364286;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13427.ocr.pdf;empenho_DETRAN_13427.ocr.pdf;NE-2020-00922_CT-011.2016-SUSPEITO_Ordinario.pdf;NE;NE;011/2016;2020NE00922;Ordinario;0;1.00;1;1;4311;e613442a0f5fc05f5a2e2a10a3cc714eb113619ab510edc1fd01e1b4d0b5b024;1690319;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13100.pdf;empenho_DETRAN_13100.pdf;NE-AAAA-XXXXX_CT-indefinido_Ordinario.pdf;NE;NE;;XXXXX;Ordinario;1;0.70;0;0;0;3626c1e59ad3b40e32983724f520d1b67d2c5cdee587952f809106829e87101e;150117;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13244.pdf;empenho_DETRAN_13244.pdf;NE-2020-00057_CT-002.2017-SUSPEITO_Ordinario.pdf;NE;NE;002/2017;2020NE00057;Ordinario;0;1.00;1;1;2620;45ad57c5618f79df1aa672591dbc977764d560fed10d96cd5814dd03d6b4f507;128275;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13039.pdf;empenho_DETRAN_13039.pdf;NE-2020-00466_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00466;Ordinario;1;0.70;1;1;6078;c65367b04db64f45ba6a275bd632f36ad01702c845fe1763dfc8846dc4398036;3211608;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_13100.ocr.pdf;empenho_DETRAN_13100.ocr.pdf;NE-2020-00510_CT-004.2016_Ordinario.pdf;NE;NE;004/2016;2020NE00510;Ordinario;0;1.00;1;1;4370;1bb7c5b6b98dca76d8f39ab784918a9724940df1b3b4ae59c8d97449f172210c;179736;SPCF_EXTRACAO;OK
