caminho;caminho_rel;raiz;nome;size_bytes;paginas;tem_texto;chars_p1;suspeito
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13127_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13127_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13127_CONVERTIDO.pdf;70036;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13128_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13128_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13128_CONVERTIDO.pdf;70034;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13264_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13264_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13264_CONVERTIDO.pdf;71561;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13475_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13475_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13475_CONVERTIDO.pdf;70090;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13266_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13266_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13266_CONVERTIDO.pdf;71591;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13267_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13267_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13267_CONVERTIDO.pdf;71398;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13129_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13129_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13129_CONVERTIDO.pdf;70031;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13472_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13472_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13472_CONVERTIDO.pdf;70651;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13477_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13477_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13477_CONVERTIDO.pdf;70269;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13559_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13559_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13559_CONVERTIDO.pdf;74344;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13474_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13474_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13474_CONVERTIDO.pdf;70670;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13587_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13587_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13587_CONVERTIDO.pdf;72310;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13588_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13588_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13588_CONVERTIDO.pdf;72364;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13743_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13743_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13743_CONVERTIDO.pdf;71267;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13476_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13476_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13476_CONVERTIDO.pdf;70589;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13586_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13586_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13586_CONVERTIDO.pdf;71408;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13585_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13585_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13585_CONVERTIDO.pdf;72849;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13562_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13562_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13562_CONVERTIDO.pdf;72115;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13744_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13744_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13744_CONVERTIDO.pdf;71424;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13742_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13742_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13742_CONVERTIDO.pdf;70800;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13560_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13560_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13560_CONVERTIDO.pdf;73300;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13750_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13750_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13750_CONVERTIDO.pdf;71424;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1396_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1396_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1396_CONVERTIDO.pdf;71997;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13747_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13747_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13747_CONVERTIDO.pdf;71422;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13746_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13746_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13746_CONVERTIDO.pdf;71420;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13749_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13749_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13749_CONVERTIDO.pdf;70951;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13751_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13751_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13751_CONVERTIDO.pdf;71419;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1405_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1405_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1405_CONVERTIDO.pdf;71421;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13748_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13748_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13748_CONVERTIDO.pdf;71422;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13745_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_13745_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_13745_CONVERTIDO.pdf;71423;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14447_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14447_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14447_CONVERTIDO.pdf;71817;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14562_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14562_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14562_CONVERTIDO.pdf;73962;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14445_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14445_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14445_CONVERTIDO.pdf;73304;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14446_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14446_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14446_CONVERTIDO.pdf;70688;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14105_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14105_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14105_CONVERTIDO.pdf;71226;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14561_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14561_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14561_CONVERTIDO.pdf;73705;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14560_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14560_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14560_CONVERTIDO.pdf;73982;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1464_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1464_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1464_CONVERTIDO.pdf;71447;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14563_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14563_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14563_CONVERTIDO.pdf;73995;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14663_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14663_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14663_CONVERTIDO.pdf;69970;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1479_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1479_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1479_CONVERTIDO.pdf;70310;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16763_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16763_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_16763_CONVERTIDO.pdf;72166;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16985_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16985_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_16985_CONVERTIDO.pdf;72744;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14735_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14735_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14735_CONVERTIDO.pdf;69744;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1538_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1538_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1538_CONVERTIDO.pdf;70316;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17358_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17358_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17358_CONVERTIDO.pdf;70749;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14573_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_14573_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_14573_CONVERTIDO.pdf;70160;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1669_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1669_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1669_CONVERTIDO.pdf;70809;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1694_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1694_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1694_CONVERTIDO.pdf;70729;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16988_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16988_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_16988_CONVERTIDO.pdf;73128;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17359_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17359_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17359_CONVERTIDO.pdf;71911;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1738_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1738_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1738_CONVERTIDO.pdf;71112;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17398_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17398_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17398_CONVERTIDO.pdf;71902;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17456_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17456_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17456_CONVERTIDO.pdf;71904;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16987_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_16987_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_16987_CONVERTIDO.pdf;72818;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17921_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17921_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17921_CONVERTIDO.pdf;72215;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17912_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17912_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17912_CONVERTIDO.pdf;72480;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17457_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17457_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17457_CONVERTIDO.pdf;73150;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17919_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_17919_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_17919_CONVERTIDO.pdf;71527;2;1;1263;0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1781_CONVERTIDO.pdf;SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_1781_CONVERTIDO.pdf;SPCF_EXTRACAO;empenho_DETRAN_view_1781_CONVERTIDO.pdf;70044;2;1;1263;0
