caminho;nome;raiz;tipo;numero;orgao;cnpj;data;valor;confianca
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_17923_CONVERTIDO.pdf;empenho_DETRAN_view_17923_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2022;DETRAN;;2022-11-23;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_18690_CONVERTIDO.pdf;empenho_DETRAN_view_18690_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;06/2023;DETRAN;15012010000000;2023-06-01;;1.0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_18688_CONVERTIDO.pdf;empenho_DETRAN_view_18688_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;15012010000000;2023-03-30;;0.8
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_18693_CONVERTIDO.pdf;empenho_DETRAN_view_18693_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;15012010000000;2023-06-02;;0.8
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_18692_CONVERTIDO.pdf;empenho_DETRAN_view_18692_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;06/2023;DETRAN;15012010000000;2023-06-01;;1.0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_18694_CONVERTIDO.pdf;empenho_DETRAN_view_18694_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2023;DETRAN;15012010000000;2023-07-07;;1.0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_18689_CONVERTIDO.pdf;empenho_DETRAN_view_18689_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;06/2021;DETRAN;15012010000000;2023-03-30;;1.0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_19037_CONVERTIDO.pdf;empenho_DETRAN_view_19037_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;09/2023;DETRAN;15012010000000;2023-09-01;;1.0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_19039_CONVERTIDO.pdf;empenho_DETRAN_view_19039_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;078/2022;DETRAN;15012010000000;2023-09-01;;1.0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_19038_CONVERTIDO.pdf;empenho_DETRAN_view_19038_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;09/2023;DETRAN;15012010000000;2023-09-01;;1.0
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_1909_CONVERTIDO.pdf;empenho_DETRAN_view_1909_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2015-01-07;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_1934_CONVERTIDO.pdf;empenho_DETRAN_view_1934_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;001/2011;DETRAN;;2015-01-07;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_1939_CONVERTIDO.pdf;empenho_DETRAN_view_1939_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;25/2014;DETRAN;;2015-03-27;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_18691_CONVERTIDO.pdf;empenho_DETRAN_view_18691_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;15012010000000;2023-06-01;;0.8
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2016_CONVERTIDO.pdf;empenho_DETRAN_view_2016_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;02/2015;DETRAN;;2015-02-06;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_1937_CONVERTIDO.pdf;empenho_DETRAN_view_1937_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;025/2014;DETRAN;;2015-09-25;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2089_CONVERTIDO.pdf;empenho_DETRAN_view_2089_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;23/2014;DETRAN;;2015-10-14;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_1998_CONVERTIDO.pdf;empenho_DETRAN_view_1998_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;27/2014;DETRAN;;2015-08-10;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2085_CONVERTIDO.pdf;empenho_DETRAN_view_2085_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;10/2015;DETRAN;;2015-10-14;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2187_CONVERTIDO.pdf;empenho_DETRAN_view_2187_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;017/2015;DETRAN;;2015-11-26;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2153_CONVERTIDO.pdf;empenho_DETRAN_view_2153_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;22/2014;DETRAN;;2015-11-03;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2905_CONVERTIDO.pdf;empenho_DETRAN_view_2905_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;25/2014;DETRAN;;2016-05-03;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2186_CONVERTIDO.pdf;empenho_DETRAN_view_2186_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2015;DETRAN;;2015-11-26;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2762_CONVERTIDO.pdf;empenho_DETRAN_view_2762_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;017/2015;DETRAN;;2016-04-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2155_CONVERTIDO.pdf;empenho_DETRAN_view_2155_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;25/2014;DETRAN;;2015-11-03;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2530_CONVERTIDO.pdf;empenho_DETRAN_view_2530_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2016-01-04;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2906_CONVERTIDO.pdf;empenho_DETRAN_view_2906_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;024/2014;DETRAN;;2016-05-03;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2471_CONVERTIDO.pdf;empenho_DETRAN_view_2471_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2016;DETRAN;;2016-01-04;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3066_CONVERTIDO.pdf;empenho_DETRAN_view_3066_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;017/2015;DETRAN;;2016-07-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3063_CONVERTIDO.pdf;empenho_DETRAN_view_3063_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2016;DETRAN;;2016-07-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3067_CONVERTIDO.pdf;empenho_DETRAN_view_3067_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2016;DETRAN;;2016-07-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3064_CONVERTIDO.pdf;empenho_DETRAN_view_3064_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2016;DETRAN;;2016-07-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3065_CONVERTIDO.pdf;empenho_DETRAN_view_3065_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2016;DETRAN;;2016-07-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2988_CONVERTIDO.pdf;empenho_DETRAN_view_2988_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;06/2016;DETRAN;;2016-06-13;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3158_CONVERTIDO.pdf;empenho_DETRAN_view_3158_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;08/2016;DETRAN;;2016-08-05;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3702_CONVERTIDO.pdf;empenho_DETRAN_view_3702_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2016;DETRAN;;2016-11-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3704_CONVERTIDO.pdf;empenho_DETRAN_view_3704_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2016-11-18;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3755_CONVERTIDO.pdf;empenho_DETRAN_view_3755_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2016;DETRAN;;2016-11-25;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3705_CONVERTIDO.pdf;empenho_DETRAN_view_3705_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2016;DETRAN;;2016-11-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3703_CONVERTIDO.pdf;empenho_DETRAN_view_3703_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2016;DETRAN;;2016-11-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3712_CONVERTIDO.pdf;empenho_DETRAN_view_3712_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;017/2015;DETRAN;;2016-11-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3710_CONVERTIDO.pdf;empenho_DETRAN_view_3710_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2016;DETRAN;;2016-11-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3707_CONVERTIDO.pdf;empenho_DETRAN_view_3707_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2016;DETRAN;;2016-11-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3975_CONVERTIDO.pdf;empenho_DETRAN_view_3975_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;22/2014;DETRAN;;2016-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3976_CONVERTIDO.pdf;empenho_DETRAN_view_3976_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2016;DETRAN;;2016-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_2185_CONVERTIDO.pdf;empenho_DETRAN_view_2185_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2015;DETRAN;;2015-11-26;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3971_CONVERTIDO.pdf;empenho_DETRAN_view_3971_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2016;DETRAN;;2016-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_4001_CONVERTIDO.pdf;empenho_DETRAN_view_4001_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2016;DETRAN;;2016-12-26;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_4112_CONVERTIDO.pdf;empenho_DETRAN_view_4112_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2017-01-02;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_3974_CONVERTIDO.pdf;empenho_DETRAN_view_3974_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2016;DETRAN;;2016-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_4402_CONVERTIDO.pdf;empenho_DETRAN_view_4402_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;11/2016;DETRAN;;2016-12-30;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_4123_CONVERTIDO.pdf;empenho_DETRAN_view_4123_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2017-01-02;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_509_CONVERTIDO.pdf;empenho_DETRAN_view_509_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;16/2009;DETRAN;;2014-07-30;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_4020_CONVERTIDO.pdf;empenho_DETRAN_view_4020_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2016;DETRAN;;2016-12-28;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_4022_CONVERTIDO.pdf;empenho_DETRAN_view_4022_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2016;DETRAN;;2016-12-28;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_516_CONVERTIDO.pdf;empenho_DETRAN_view_516_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;34/2011;DETRAN;;2014-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_512_CONVERTIDO.pdf;empenho_DETRAN_view_512_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;16/2009;DETRAN;;2014-04-30;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_511_CONVERTIDO.pdf;empenho_DETRAN_view_511_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;16/2009;DETRAN;;2014-01-30;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_513_CONVERTIDO.pdf;empenho_DETRAN_view_513_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2014-01-02;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_518_CONVERTIDO.pdf;empenho_DETRAN_view_518_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;28/2012;DETRAN;;2014-09-17;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_515_CONVERTIDO.pdf;empenho_DETRAN_view_515_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;25/2011;DETRAN;;2014-08-11;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_4545_CONVERTIDO.pdf;empenho_DETRAN_view_4545_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;011/2016;DETRAN;;2017-04-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_514_CONVERTIDO.pdf;empenho_DETRAN_view_514_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;25/2011;DETRAN;;2014-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_621_CONVERTIDO.pdf;empenho_DETRAN_view_621_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2014-11-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_510_CONVERTIDO.pdf;empenho_DETRAN_view_510_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;16/2009;DETRAN;;2014-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_517_CONVERTIDO.pdf;empenho_DETRAN_view_517_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;28/2012;DETRAN;;2014-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_622_CONVERTIDO.pdf;empenho_DETRAN_view_622_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2014-11-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_519_CONVERTIDO.pdf;empenho_DETRAN_view_519_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;30/2012;DETRAN;;2014-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_626_CONVERTIDO.pdf;empenho_DETRAN_view_626_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2014-11-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_625_CONVERTIDO.pdf;empenho_DETRAN_view_625_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2014-11-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_624_CONVERTIDO.pdf;empenho_DETRAN_view_624_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2014-11-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_8280_CONVERTIDO.pdf;empenho_DETRAN_view_8280_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2017;DETRAN;;2017-07-24;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_8362_CONVERTIDO.pdf;empenho_DETRAN_view_8362_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;08/2017;DETRAN;;2017-08-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_8266_CONVERTIDO.pdf;empenho_DETRAN_view_8266_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2017;DETRAN;;2017-07-12;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_8356_CONVERTIDO.pdf;empenho_DETRAN_view_8356_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;08/2017;DETRAN;;2017-08-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_8772_CONVERTIDO.pdf;empenho_DETRAN_view_8772_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2017;DETRAN;;2017-11-22;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_623_CONVERTIDO.pdf;empenho_DETRAN_view_623_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2014-11-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_8903_CONVERTIDO.pdf;empenho_DETRAN_view_8903_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_convertidos\empenho_DETRAN_view_8364_CONVERTIDO.pdf;empenho_DETRAN_view_8364_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;08/2017;DETRAN;;2017-08-01;;0.85
