caminho;nome;raiz;tipo;numero;orgao;cnpj;data;valor;confianca
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8280_CONVERTIDO.pdf;empenho_DETRAN_view_8280_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;07/2017;DETRAN;;2017-07-24;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8364_CONVERTIDO.pdf;empenho_DETRAN_view_8364_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;08/2017;DETRAN;;2017-08-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8926_CONVERTIDO.pdf;empenho_DETRAN_view_8926_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8362_CONVERTIDO.pdf;empenho_DETRAN_view_8362_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;08/2017;DETRAN;;2017-08-01;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8772_CONVERTIDO.pdf;empenho_DETRAN_view_8772_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;11/2017;DETRAN;;2017-11-22;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8904_CONVERTIDO.pdf;empenho_DETRAN_view_8904_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8903_CONVERTIDO.pdf;empenho_DETRAN_view_8903_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9034_CONVERTIDO.pdf;empenho_DETRAN_view_9034_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-27;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9039_CONVERTIDO.pdf;empenho_DETRAN_view_9039_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8884_CONVERTIDO.pdf;empenho_DETRAN_view_8884_CONVERTIDO.pdf;SPCF_EXTRACAO;CONTRATO;17/2015;DETRAN;;2017-12-18;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9081_CONVERTIDO.pdf;empenho_DETRAN_view_9081_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9100_CONVERTIDO.pdf;empenho_DETRAN_view_9100_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_8901_CONVERTIDO.pdf;empenho_DETRAN_view_8901_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-19;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9062_CONVERTIDO.pdf;empenho_DETRAN_view_9062_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-27;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9118_CONVERTIDO.pdf;empenho_DETRAN_view_9118_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;12/2017;DETRAN;;2017-12-27;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9114_CONVERTIDO.pdf;empenho_DETRAN_view_9114_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9126_CONVERTIDO.pdf;empenho_DETRAN_view_9126_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9156_CONVERTIDO.pdf;empenho_DETRAN_view_9156_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9136_CONVERTIDO.pdf;empenho_DETRAN_view_9136_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9951_CONVERTIDO.pdf;empenho_DETRAN_view_9951_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9947_CONVERTIDO.pdf;empenho_DETRAN_view_9947_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9144_CONVERTIDO.pdf;empenho_DETRAN_view_9144_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9968_CONVERTIDO.pdf;empenho_DETRAN_view_9968_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9959_CONVERTIDO.pdf;empenho_DETRAN_view_9959_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9974_CONVERTIDO.pdf;empenho_DETRAN_view_9974_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9954_CONVERTIDO.pdf;empenho_DETRAN_view_9954_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9184_CONVERTIDO.pdf;empenho_DETRAN_view_9184_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;01/2018;DETRAN;;2018-01-02;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9975_CONVERTIDO.pdf;empenho_DETRAN_view_9975_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9977_CONVERTIDO.pdf;empenho_DETRAN_view_9977_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9969_CONVERTIDO.pdf;empenho_DETRAN_view_9969_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-20;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9995_CONVERTIDO.pdf;empenho_DETRAN_view_9995_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-26;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_127485.pdf;fatura_DETRAN_127485.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9990_CONVERTIDO.pdf;empenho_DETRAN_view_9990_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-26;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_127484.pdf;fatura_DETRAN_127484.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\empenhos\empenho_DETRAN_view_9989_CONVERTIDO.pdf;empenho_DETRAN_view_9989_CONVERTIDO.pdf;SPCF_EXTRACAO;TA;03/2018;DETRAN;;2018-03-26;;0.85
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_127483.pdf;fatura_DETRAN_127483.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128075.pdf;fatura_DETRAN_128075.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128079.pdf;fatura_DETRAN_128079.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128080.pdf;fatura_DETRAN_128080.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128133.pdf;fatura_DETRAN_128133.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128081.pdf;fatura_DETRAN_128081.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128156.pdf;fatura_DETRAN_128156.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128138.pdf;fatura_DETRAN_128138.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128134.pdf;fatura_DETRAN_128134.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128142.pdf;fatura_DETRAN_128142.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128145.pdf;fatura_DETRAN_128145.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128135.pdf;fatura_DETRAN_128135.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128140.pdf;fatura_DETRAN_128140.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128160.pdf;fatura_DETRAN_128160.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128165.pdf;fatura_DETRAN_128165.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128144.pdf;fatura_DETRAN_128144.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128167.pdf;fatura_DETRAN_128167.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128159.pdf;fatura_DETRAN_128159.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128169.pdf;fatura_DETRAN_128169.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_129613.pdf;fatura_DETRAN_129613.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-12-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_129515.pdf;fatura_DETRAN_129515.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-12-22;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128770.pdf;fatura_DETRAN_128770.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-11-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_129612.pdf;fatura_DETRAN_129612.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-12-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128168.pdf;fatura_DETRAN_128168.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128166.pdf;fatura_DETRAN_128166.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_133362.pdf;fatura_DETRAN_133362.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-06-15;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_131182.pdf;fatura_DETRAN_131182.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-03-17;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_131912.pdf;fatura_DETRAN_131912.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-04-18;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134318.pdf;fatura_DETRAN_134318.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-07-25;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_128171.pdf;fatura_DETRAN_128171.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2021-10-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_130540.pdf;fatura_DETRAN_130540.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-02-15;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_132600.pdf;fatura_DETRAN_132600.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-05-16;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134317.pdf;fatura_DETRAN_134317.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-07-25;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134419.pdf;fatura_DETRAN_134419.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-07-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134316.pdf;fatura_DETRAN_134316.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-07-25;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134418.pdf;fatura_DETRAN_134418.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-07-27;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135059.pdf;fatura_DETRAN_135059.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134802.pdf;fatura_DETRAN_134802.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-16;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135064.pdf;fatura_DETRAN_135064.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134801.pdf;fatura_DETRAN_134801.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-16;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135065.pdf;fatura_DETRAN_135065.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134804.pdf;fatura_DETRAN_134804.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-16;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135060.pdf;fatura_DETRAN_135060.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_134497.pdf;fatura_DETRAN_134497.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-07-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135063.pdf;fatura_DETRAN_135063.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-08-26;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135488.pdf;fatura_DETRAN_135488.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-15;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_136192.pdf;fatura_DETRAN_136192.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-10-17;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135487.pdf;fatura_DETRAN_135487.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-15;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135490.pdf;fatura_DETRAN_135490.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-15;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135861.pdf;fatura_DETRAN_135861.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135858.pdf;fatura_DETRAN_135858.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135857.pdf;fatura_DETRAN_135857.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135864.pdf;fatura_DETRAN_135864.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-28;;0.65
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_gerados\faturas\fatura_DETRAN_135860.pdf;fatura_DETRAN_135860.pdf;SPCF_EXTRACAO;CONTRATO;;DETRAN;;2022-09-28;;0.65
