caminho;nome;estagio;score;paginas;procedencia;pdf_pesquisavel;segundos;status
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3207.pdf;empenho_DETRAN_3207.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3207.ocr.pdf;93.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3361.pdf;empenho_DETRAN_3361.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3361.ocr.pdf;93.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3733.pdf;empenho_DETRAN_3733.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3733.ocr.pdf;24.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3360.pdf;empenho_DETRAN_3360.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3360.ocr.pdf;42.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3737.pdf;empenho_DETRAN_3737.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3737.ocr.pdf;55.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3254.pdf;empenho_DETRAN_3254.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3254.ocr.pdf;59.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4113.pdf;empenho_DETRAN_4113.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4113.ocr.pdf;89.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3738.pdf;empenho_DETRAN_3738.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_3738.ocr.pdf;36.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4121.pdf;empenho_DETRAN_4121.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4121.ocr.pdf;42.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4125.pdf;empenho_DETRAN_4125.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4125.ocr.pdf;44.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4126.pdf;empenho_DETRAN_4126.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4126.ocr.pdf;42.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4114.pdf;empenho_DETRAN_4114.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4114.ocr.pdf;42.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4134.pdf;empenho_DETRAN_4134.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4134.ocr.pdf;64.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4128.pdf;empenho_DETRAN_4128.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4128.ocr.pdf;78.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_635.pdf;empenho_DETRAN_635.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_635.ocr.pdf;31.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4136.pdf;empenho_DETRAN_4136.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4136.ocr.pdf;46.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4130.pdf;empenho_DETRAN_4130.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_4130.ocr.pdf;101.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_620.pdf;empenho_DETRAN_620.pdf;ocrmypdf;0.89;18;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_620.ocr.pdf;116.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_637.pdf;empenho_DETRAN_637.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_637.ocr.pdf;67.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_641.pdf;empenho_DETRAN_641.pdf;ocrmypdf;0.92;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_641.ocr.pdf;64.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_636.pdf;empenho_DETRAN_636.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_636.ocr.pdf;21.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_643.pdf;empenho_DETRAN_643.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_643.ocr.pdf;19.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_639.pdf;empenho_DETRAN_639.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_639.ocr.pdf;69.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8250.pdf;empenho_DETRAN_8250.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8250.ocr.pdf;52.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_640.pdf;empenho_DETRAN_640.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_640.ocr.pdf;164.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_644.pdf;empenho_DETRAN_644.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_644.ocr.pdf;72.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_659.pdf;empenho_DETRAN_659.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_659.ocr.pdf;39.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8247.pdf;empenho_DETRAN_8247.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8247.ocr.pdf;17.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8508.pdf;empenho_DETRAN_8508.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8508.ocr.pdf;28.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8402.pdf;empenho_DETRAN_8402.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8402.ocr.pdf;44.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8642.pdf;empenho_DETRAN_8642.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8642.ocr.pdf;23.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8784.pdf;empenho_DETRAN_8784.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8784.ocr.pdf;129.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8857.pdf;empenho_DETRAN_8857.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8857.ocr.pdf;135.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8774.pdf;empenho_DETRAN_8774.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8774.ocr.pdf;39.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_948.pdf;empenho_DETRAN_948.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_948.ocr.pdf;60.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_949.pdf;empenho_DETRAN_949.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_949.ocr.pdf;58.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_950.pdf;empenho_DETRAN_950.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_950.ocr.pdf;43.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8887.pdf;empenho_DETRAN_8887.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\AUDITORIA_DETRAN_COMPLETA\pdfs_spcf_reais\empenhos\empenho_DETRAN_8887.ocr.pdf;49.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10207.pdf;empenho_DETRAN_10207.pdf;ocrmypdf;0.87;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10207.ocr.pdf;45.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10077.pdf;empenho_DETRAN_10077.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10077.ocr.pdf;15.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10208.pdf;empenho_DETRAN_10208.pdf;ocrmypdf;0.87;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10208.ocr.pdf;12.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10363.pdf;empenho_DETRAN_10363.pdf;ocrmypdf;0.9;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10363.ocr.pdf;12.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10604.pdf;empenho_DETRAN_10604.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10604.ocr.pdf;13.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10601.pdf;empenho_DETRAN_10601.pdf;ocrmypdf;0.97;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10601.ocr.pdf;77.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10693.pdf;empenho_DETRAN_10693.pdf;ocrmypdf;0.89;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10693.ocr.pdf;83.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10701.pdf;empenho_DETRAN_10701.pdf;ocrmypdf;0.89;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10701.ocr.pdf;31.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10694.pdf;empenho_DETRAN_10694.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10694.ocr.pdf;27.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_11772.pdf;empenho_DETRAN_11772.pdf;ocrmypdf;0.85;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_11772.ocr.pdf;12.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12170.pdf;empenho_DETRAN_12170.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12170.ocr.pdf;21.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10699.pdf;empenho_DETRAN_10699.pdf;ocrmypdf;0.89;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_10699.ocr.pdf;31.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_11789.pdf;empenho_DETRAN_11789.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_11789.ocr.pdf;25.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12011.pdf;empenho_DETRAN_12011.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12011.ocr.pdf;40.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12297.pdf;empenho_DETRAN_12297.pdf;ocrmypdf;0.92;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12297.ocr.pdf;42.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12298.pdf;empenho_DETRAN_12298.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12298.ocr.pdf;25.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_1244.pdf;empenho_DETRAN_1244.pdf;ocrmypdf;0.81;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_1244.ocr.pdf;21.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12345.pdf;empenho_DETRAN_12345.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12345.ocr.pdf;24.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12303.pdf;empenho_DETRAN_12303.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12303.ocr.pdf;26.7;OK
