caminho;nome;estagio;score;paginas;procedencia;pdf_pesquisavel;segundos;status
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_659.pdf;empenho_DETRAN_659.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_659.ocr.pdf;36.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8642.pdf;empenho_DETRAN_8642.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8642.ocr.pdf;23.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8402.pdf;empenho_DETRAN_8402.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8402.ocr.pdf;38.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8247.pdf;empenho_DETRAN_8247.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8247.ocr.pdf;18.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8774.pdf;empenho_DETRAN_8774.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8774.ocr.pdf;39.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8784.pdf;empenho_DETRAN_8784.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8784.ocr.pdf;38.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8250.pdf;empenho_DETRAN_8250.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8250.ocr.pdf;14.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8508.pdf;empenho_DETRAN_8508.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8508.ocr.pdf;12.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8857.pdf;empenho_DETRAN_8857.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8857.ocr.pdf;28.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8887.pdf;empenho_DETRAN_8887.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_8887.ocr.pdf;24.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_948.pdf;empenho_DETRAN_948.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_948.ocr.pdf;28.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_949.pdf;empenho_DETRAN_949.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_949.ocr.pdf;28.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\075.2022 - PRODAM - TERCEIRO TERMO ADITIVO - ASSINADO.pdf;075.2022 - PRODAM - TERCEIRO TERMO ADITIVO - ASSINADO.pdf;ocrmypdf;0.89;3;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\075.2022 - PRODAM - TERCEIRO TERMO ADITIVO - ASSINADO.ocr.pdf;23.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_950.pdf;empenho_DETRAN_950.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_950.ocr.pdf;32.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA ao Contrato 25.14-SUPRESSAO.pdf;1º TA ao Contrato 25.14-SUPRESSAO.pdf;ocrmypdf;0.86;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA ao Contrato 25.14-SUPRESSAO.ocr.pdf;51.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 004.2016 Prazo.pdf;1º TA Contrato 004.2016 Prazo.pdf;ocrmypdf;0.91;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 004.2016 Prazo.ocr.pdf;114.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 27.14-SUPRESSAO.pdf;1º TA Contrato 27.14-SUPRESSAO.pdf;ocrmypdf;0.88;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 27.14-SUPRESSAO.ocr.pdf;110.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 083.2022 - Prazo.pdf;1º TA Contrato 083.2022 - Prazo.pdf;ocrmypdf;0.91;6;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 083.2022 - Prazo.ocr.pdf;70.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 017.2015.pdf;1º TA Contrato 017.2015.pdf;ocrmypdf;0.9;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA Contrato 017.2015.ocr.pdf;49.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA do Contrato 010.2021 - Prazo.pdf;1º TA do Contrato 010.2021 - Prazo.pdf;ocrmypdf;0.89;11;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA do Contrato 010.2021 - Prazo.ocr.pdf;50.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA do Contrato 012.2021 - Prazo.pdf;1º TA do Contrato 012.2021 - Prazo.pdf;ocrmypdf;0.91;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1º TA do Contrato 012.2021 - Prazo.ocr.pdf;61.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1ºTA CONTRATO 22.2014-SUPLEMENTAÇÃO 25%.pdf;1ºTA CONTRATO 22.2014-SUPLEMENTAÇÃO 25%.pdf;ocrmypdf;0.45;16;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\1ºTA CONTRATO 22.2014-SUPLEMENTAÇÃO 25%.ocr.pdf;104.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA ao Contrato 006.2021 - Prazo.pdf;2º TA ao Contrato 006.2021 - Prazo.pdf;ocrmypdf;0.87;11;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA ao Contrato 006.2021 - Prazo.ocr.pdf;103.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2° TA ao contrato 004.2016-prorrogação de prazo.pdf;2° TA ao contrato 004.2016-prorrogação de prazo.pdf;ocrmypdf;0.89;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2° TA ao contrato 004.2016-prorrogação de prazo.ocr.pdf;40.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA Contrato 017.2015.pdf;2º TA Contrato 017.2015.pdf;ocrmypdf;0.9;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA Contrato 017.2015.ocr.pdf;44.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º  TA ao Contrato 25.2014.pdf;2º  TA ao Contrato 25.2014.pdf;ocrmypdf;0.93;6;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º  TA ao Contrato 25.2014.ocr.pdf;74.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA Contrato 27.2014.pdf;2º TA Contrato 27.2014.pdf;ocrmypdf;0.89;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA Contrato 27.2014.ocr.pdf;69.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA do Contrato 012.2021 - Prazo.pdf;2º TA do Contrato 012.2021 - Prazo.pdf;ocrmypdf;0.91;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2º TA do Contrato 012.2021 - Prazo.ocr.pdf;38.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA ao Contrato 25.2014.pdf;3º TA ao Contrato 25.2014.pdf;ocrmypdf;0.9;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA ao Contrato 25.2014.ocr.pdf;46.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA Contrato 004.2016 Prazo Of 3216.19.pdf;3º TA Contrato 004.2016 Prazo Of 3216.19.pdf;ocrmypdf;0.86;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA Contrato 004.2016 Prazo Of 3216.19.ocr.pdf;34.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2ºTA CONTRATO 22.2014-Prrogacao de prazo.pdf;2ºTA CONTRATO 22.2014-Prrogacao de prazo.pdf;ocrmypdf;0.89;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\2ºTA CONTRATO 22.2014-Prrogacao de prazo.ocr.pdf;85.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA Contrato 017.2015-Prazo.pdf;3º TA Contrato 017.2015-Prazo.pdf;ocrmypdf;0.79;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA Contrato 017.2015-Prazo.ocr.pdf;49.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA CT 022.14 - Prazo.pdf;3º TA CT 022.14 - Prazo.pdf;ocrmypdf;0.5;18;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA CT 022.14 - Prazo.ocr.pdf;58.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA Contrato 27.2014.pdf;3º TA Contrato 27.2014.pdf;ocrmypdf;0.89;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\3º TA Contrato 27.2014.ocr.pdf;49.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA ao Contrato 25.2014 - Prazo.pdf;4º TA ao Contrato 25.2014 - Prazo.pdf;ocrmypdf;0.93;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA ao Contrato 25.2014 - Prazo.ocr.pdf;48.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 017.2015 - Prazo 6 meses.pdf;4º TA Contrato 017.2015 - Prazo 6 meses.pdf;ocrmypdf;0.91;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 017.2015 - Prazo 6 meses.ocr.pdf;54.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 004.2016 - Prazo 6 meses.pdf;4º TA Contrato 004.2016 - Prazo 6 meses.pdf;ocrmypdf;0.89;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 004.2016 - Prazo 6 meses.ocr.pdf;57.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 27.2014.pdf;4º TA Contrato 27.2014.pdf;ocrmypdf;0.49;14;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 27.2014.ocr.pdf;26.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 010.2021 - Prazo.pdf;4º TA Contrato 010.2021 - Prazo.pdf;ocrmypdf;0.89;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA Contrato 010.2021 - Prazo.ocr.pdf;57.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA CT 022.14 - Prazo.pdf;4º TA CT 022.14 - Prazo.pdf;ocrmypdf;0.92;7;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\4º TA CT 022.14 - Prazo.ocr.pdf;48.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA ao Contrato 25.2014 - prazo e supl.pdf;5º TA ao Contrato 25.2014 - prazo e supl.pdf;ocrmypdf;0.87;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA ao Contrato 25.2014 - prazo e supl.ocr.pdf;50.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA Contrato 004.2016 - Prazo.pdf;5º TA Contrato 004.2016 - Prazo.pdf;ocrmypdf;0.92;6;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA Contrato 004.2016 - Prazo.ocr.pdf;47.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA do Contrato 012.2021 - Prazo e reajuste 5,06% IPCA.pdf;5º TA do Contrato 012.2021 - Prazo e reajuste 5,06% IPCA.pdf;ocrmypdf;0.88;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA do Contrato 012.2021 - Prazo e reajuste 5,06% IPCA.ocr.pdf;59.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA Contrato 017.2015 Prao 6 meses.pdf;5º TA Contrato 017.2015 Prao 6 meses.pdf;ocrmypdf;0.89;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA Contrato 017.2015 Prao 6 meses.ocr.pdf;70.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA CT 022.14 - Prazo.pdf;5º TA CT 022.14 - Prazo.pdf;ocrmypdf;0.86;12;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA CT 022.14 - Prazo.ocr.pdf;57.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA Contrato 27.2014 - prazo e realinhamenro.pdf;5º TA Contrato 27.2014 - prazo e realinhamenro.pdf;ocrmypdf;0.87;11;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\5º TA Contrato 27.2014 - prazo e realinhamenro.ocr.pdf;56.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA Contrato 017.2015 - Prazo.pdf;6º TA Contrato 017.2015 - Prazo.pdf;ocrmypdf;0.86;12;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA Contrato 017.2015 - Prazo.ocr.pdf;40.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA Contrato 004.2016.pdf;6º TA Contrato 004.2016.pdf;ocrmypdf;0.91;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA Contrato 004.2016.ocr.pdf;36.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA ao Contrato 25.2014 - Prazo 6 meses Of. 4965.19 .pdf;6º TA ao Contrato 25.2014 - Prazo 6 meses Of. 4965.19 .pdf;ocrmypdf;0.91;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA ao Contrato 25.2014 - Prazo 6 meses Of. 4965.19 .ocr.pdf;58.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA CT 022.2014 - Prazo 6 meses Of. 4965.19.pdf;6º TA CT 022.2014 - Prazo 6 meses Of. 4965.19.pdf;ocrmypdf;0.89;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA CT 022.2014 - Prazo 6 meses Of. 4965.19.ocr.pdf;59.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\7º TA Contrato 2762014 - Prazo 6 meses.pdf;7º TA Contrato 2762014 - Prazo 6 meses.pdf;ocrmypdf;0.89;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\7º TA Contrato 2762014 - Prazo 6 meses.ocr.pdf;48.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA Contrato 27.2014 - prazo 6 meses Of. 4965.19.pdf;6º TA Contrato 27.2014 - prazo 6 meses Of. 4965.19.pdf;ocrmypdf;0.91;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\6º TA Contrato 27.2014 - prazo 6 meses Of. 4965.19.ocr.pdf;57.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\7º TA ao Contrato 25.2014 - Prazo 6 meses.pdf;7º TA ao Contrato 25.2014 - Prazo 6 meses.pdf;ocrmypdf;0.79;9;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\7º TA ao Contrato 25.2014 - Prazo 6 meses.ocr.pdf;45.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\7º TA CONTRATO 22.2014 - Prazo 6 meses.pdf;7º TA CONTRATO 22.2014 - Prazo 6 meses.pdf;ocrmypdf;0.91;8;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\7º TA CONTRATO 22.2014 - Prazo 6 meses.ocr.pdf;50.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\Comprimido Contrato 83.22.pdf;Comprimido Contrato 83.22.pdf;ocrmypdf;0.82;39;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\Comprimido Contrato 83.22.ocr.pdf;107.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\Contrato 006.2021 - Rede, VPN, Circuito, Firewall, Rack, Suporte, Serv., MetroMao, Assessoria.pdf;Contrato 006.2021 - Rede, VPN, Circuito, Firewall, Rack, Suporte, Serv., MetroMao, Assessoria.pdf;ocrmypdf;0.81;42;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\01_CONTRATOS\Contrato 006.2021 - Rede, VPN, Circuito, Firewall, Rack, Suporte, Serv., MetroMao, Assessoria.ocr.pdf;98.8;OK
